constructed_group_id,regime,size,members,anchors,n_examples,n_train,n_val,n_test,heterogeneity
est_000000,established,3,2638|3904|6248,2638|3904|6248,33,21,6,6,0.241
est_000001,established,3,2040|6225|6248,6225|6248,27,19,3,5,0.5367
est_000002,established,2,2638|6248,2638|6248,26,18,3,5,0.3212
est_000003,established,3,1619|2562|4226,2562|4226,24,15,2,7,0.0793
est_000004,established,3,2220|4384|6248,6248,24,13,4,7,0.2319
est_000005,established,3,2952|6225|6248,2952|6225|6248,22,16,1,5,0.3796
est_000006,established,2,3904|6248,3904|6248,21,16,2,3,0.1641
est_000007,established,3,3904|5517|6248,6248,21,14,3,4,0.1586
est_000008,established,2,6225|6248,6248,20,16,2,2,0.5326
est_000009,established,2,2220|6248,6248,20,14,1,5,0.1835
est_000010,established,2,2952|6248,2952|6248,19,13,0,6,0.0746
est_000011,established,2,2040|6248,2040|6248,19,11,3,5,0.4383
est_000012,established,3,2220|3904|6248,2220|6248,18,9,4,5,0.1923
est_000013,established,2,4384|6248,6248,18,10,3,5,0.3302
est_000014,established,2,1544|2585,1544|2585,17,16,1,0,0.4334
est_000015,established,4,2952|3904|4299|4722,2952,16,8,4,4,0.3174
est_000016,established,2,2638|3643,2638|3643,15,10,2,3,0.4267
est_000017,established,2,3427|6369,3427|6369,15,13,0,2,0.3951
est_000018,established,2,3530|4631,3530|4631,15,10,1,4,0.5366
est_000019,established,2,6035|6083,6035|6083,15,13,2,0,0.5968
est_000020,established,5,522|2952|3904|5008|6544,522|2952|5008|6544,14,10,3,1,0.4485
est_000021,established,5,1102|1354|2251|4136|5338,1102|1354|2251|4136|5338,14,10,2,2,0.0881
est_000022,established,3,2952|3904|6248,2952|6248,14,9,1,4,0.132
est_000023,established,2,1400|4050,1400|4050,13,6,2,5,0.3953
est_000024,established,2,3148|3177,3148|3177,13,9,0,4,0.1346
est_000025,established,2,5517|6248,5517|6248,13,12,0,1,0.1603
est_000026,established,2,2638|6544,2638,12,9,0,3,0.5845
est_000027,established,2,2952|6225,2952,12,8,4,0,0.54
est_000028,established,2,4080|6083,4080|6083,12,10,1,1,0.2599
est_000029,established,2,368|506,506,11,7,3,1,0.622
est_000030,established,3,1400|2589|4050,1400|4050,11,6,0,5,0.4337
est_000031,established,4,1400|2084|3735|4601,1400,11,7,3,1,0.3931
est_000032,established,4,2147|2315|2758|4321,2147|2315|4321,11,8,0,3,0.0419
est_000033,established,3,2710|3060|6548,2710|3060|6548,11,9,1,1,0.4653
est_000034,established,2,2952|6544,2952|6544,11,7,1,3,0.6727
est_000035,established,2,2816|2952,2816|2952,11,8,2,1,0.5863
est_000036,established,5,1619|1963|2562|4738|6427,1619|1963|2562|4738,10,6,2,2,0.2074
est_000037,established,2,1619|4226,1619|4226,10,5,0,5,0.0957
est_000038,established,2,2076|6594,2076|6594,10,8,1,1,0.0798
est_000039,established,3,2324|3279|3785,3279,10,8,0,2,0.6606
est_000040,established,3,3377|3904|4818,3377|3904,10,6,2,2,0.7382
est_000041,established,2,3643|5008,3643|5008,10,4,1,5,0.5734
est_000042,established,2,910|3905,3905,10,6,1,3,0.4814
est_000043,established,2,4554|6128,6128,10,6,2,2,0.5408
est_000044,established,2,1172|6395,1172|6395,9,7,1,1,0.4031
est_000045,established,2,1400|4601,1400|4601,9,5,1,3,0.6653
est_000046,established,3,1400|3735|4601,1400,9,5,3,1,0.4708
est_000047,established,2,2064|3548,2064|3548,9,9,0,0,0.8523
est_000048,established,4,983|2507|2696|6579,2507|6579,9,7,0,2,0.2399
est_000049,established,2,2562|4226,2562|4226,9,6,1,2,0.0712
est_000050,established,2,2638|6458,2638|6458,9,4,4,1,0.3497
est_000051,established,2,1304|2638,2638,9,4,1,4,0.8581
est_000052,established,5,2638|3643|3904|5823|6035,2638|3643,9,3,1,5,0.3904
est_000053,established,2,2952|3904,2952,9,6,2,1,0.1671
est_000054,established,2,2952|6153,2952,9,7,1,1,0.8435
est_000055,established,5,2952|4601|5008|5512|6267,2952|4601,9,6,1,2,0.5616
est_000056,established,2,2952|5512,2952|5512,9,4,1,4,0.8784
est_000057,established,2,2077|2952,2952,9,7,0,2,0.8918
est_000058,established,2,600|3554,3554,9,8,1,0,0.4347
est_000059,established,2,3643|4912,3643|4912,9,8,0,1,0.3567
est_000060,established,2,2816|3662,3662,9,6,1,2,0.2635
est_000061,established,3,4589|4888|4895,4589|4888|4895,9,5,2,2,0.2443
est_000062,established,2,5008|6035,5008|6035,9,6,1,2,0.5805
est_000063,established,2,1186|6128,6128,9,6,1,2,0.9526
est_000064,established,2,4779|6774,4779|6774,9,2,3,4,0.6238
est_000065,established,3,567|934|6594,567|934|6594,8,5,2,1,0.0727
est_000066,established,3,1617|4438|5781,1617|5781,8,8,0,0,0.5134
est_000067,established,5,1661|3890|3942|5906|6526,1661|3890|5906,8,5,1,2,0.2876
est_000068,established,3,1661|2531|3259,1661|2531|3259,8,5,2,1,0.2571
est_000069,established,4,1661|1695|3890|5906,1695|3890|5906,8,5,1,2,0.3068
est_000070,established,4,2076|3083|4124|6052,2076|3083|4124,8,5,1,2,0.1556
est_000071,established,2,2313|6409,2313,8,6,0,2,0.8612
est_000072,established,4,2531|3259|4691|5085,2531|3259|4691|5085,8,6,0,2,0.1908
est_000073,established,4,2638|3904|6035|6544,2638|6035|6544,8,6,0,2,0.3974
est_000074,established,2,2952|6267,2952,8,6,0,2,0.7484
est_000075,established,3,2952|3904|4722,2952|4722,8,7,0,1,0.2139
est_000076,established,2,2952|5008,2952|5008,8,4,2,2,0.4326
est_000077,established,2,3040|4631,3040|4631,8,6,0,2,0.7069
est_000078,established,2,3148|3808,3148,8,6,2,0,0.3794
est_000079,established,3,3148|3177|3808,3148|3177,8,6,1,1,0.2927
est_000080,established,2,3290|3643,3290|3643,8,6,0,2,0.2865
est_000081,established,2,3377|3904,3377,8,5,2,1,0.6038
est_000082,established,2,3530|4738,3530,8,6,2,0,0.775
est_000083,established,2,2793|3530,3530,8,5,1,2,0.7038
est_000084,established,2,3643|6035,3643|6035,8,4,1,3,0.4566
est_000085,established,2,4631|6755,4631,8,8,0,0,0.7417
est_000086,established,2,4760|6266,4760|6266,8,6,0,2,0.836
est_000087,established,2,5517|6035,5517|6035,8,5,0,3,0.3877
est_000088,established,2,6144|6473,6473,8,8,0,0,0.1529
est_000089,established,2,6440|6582,6582,8,5,1,2,0.6664
est_000090,established,2,455|3069,455|3069,7,4,3,0,0.2042
est_000091,established,3,1102|1354|2251,1102|1354|2251,7,4,1,2,0.0809
est_000092,established,3,1400|2084|3735,1400,7,5,1,1,0.4418
est_000093,established,4,1479|3906|4551|6843,1479|6843,7,3,2,2,0.258
est_000094,established,3,2076|2851|6594,2076|2851|6594,7,4,0,3,0.256
est_000095,established,3,2077|2766|3228,2077|2766,7,6,0,1,0.3118
est_000096,established,2,2313|5465,2313|5465,7,6,1,0,0.7041
est_000097,established,2,2359|2720,2359,7,4,1,2,0.635
est_000098,established,3,2111|2562|4738,2562,7,6,0,1,0.5853
est_000099,established,2,2580|3304,2580|3304,7,6,0,1,0.1097
est_000100,established,2,2638|4144,2638|4144,7,6,1,0,0.3473
est_000101,established,2,2638|6035,2638|6035,7,7,0,0,0.2759
est_000102,established,5,1161|2894|3718|3994|5016,2894|3994|5016,7,4,1,2,0.1349
est_000103,established,2,522|2952,2952,7,6,0,1,0.2785
est_000104,established,4,522|2952|3904|6544,2952|3904,7,6,1,0,0.4713
est_000105,established,2,2952|4601,2952,7,4,1,2,0.877
est_000106,established,2,2952|6578,2952|6578,7,1,3,3,0.949
est_000107,established,2,3005|4153,3005|4153,7,4,1,2,0.2076
est_000108,established,2,1318|3040,3040,7,4,2,1,0.4847
est_000109,established,2,3333|3904,3333,7,5,0,2,0.396
est_000110,established,2,3345|5824,3345,7,5,0,2,0.7197
est_000111,established,2,3377|4818,3377,7,4,0,3,0.7921
est_000112,established,3,3380|4080|6083,3380|4080,7,6,0,1,0.2768
est_000113,established,2,3530|3643,3530|3643,7,3,1,3,0.8844
est_000114,established,2,3643|6225,3643|6225,7,3,0,4,0.4061
est_000115,established,2,3776|6035,3776|6035,7,5,1,1,0.7551
est_000116,established,2,2333|4320,4320,7,5,1,1,0.7512
est_000117,established,3,4585|5336|5824,4585|5336,7,4,2,1,0.4158
est_000118,established,2,3698|4631,4631,7,5,1,1,0.6185
est_000119,established,2,140|4760,140|4760,7,5,1,1,0.8562
est_000120,established,2,5584|5741,5584|5741,7,4,1,2,0.6413
est_000121,established,2,3951|5767,5767,7,4,2,1,0.2195
est_000122,established,2,5103|5973,5973,7,6,1,0,0.0505
est_000123,established,4,4992|6034|6411|6863,4992|6411|6863,7,4,1,2,0.2854
est_000124,established,2,157|674,157,6,4,0,2,0.4675
est_000125,established,5,221|739|1343|6266|6739,221|1343|6266|6739,6,5,0,1,0.3052
est_000126,established,4,299|1882|4109|5317,299|1882|4109,6,4,2,0,0.1373
est_000127,established,2,311|377,377,6,6,0,0,0.3028
est_000128,established,2,377|5894,377,6,3,1,2,0.9468
est_000129,established,2,417|1549,417|1549,6,4,1,1,0.5171
est_000130,established,3,439|5550|6220,439|5550|6220,6,5,1,0,0.6271
est_000131,established,3,783|2816|5821,783|2816|5821,6,3,3,0,0.2128
est_000132,established,2,801|3093,801|3093,6,5,0,1,0.2947
est_000133,established,3,1106|1280|2795,1106,6,2,1,3,0.4153
est_000134,established,2,1106|1280,1106|1280,6,1,2,3,0.4265
est_000135,established,2,1323|4631,1323|4631,6,3,0,3,0.5907
est_000136,established,2,1343|6739,1343|6739,6,4,1,1,0.0892
est_000137,established,4,1349|2751|3578|5584,1349|5584,6,6,0,0,0.4325
est_000138,established,2,1412|4734,1412|4734,6,5,1,0,0.0654
est_000139,established,3,1780|2076|3083,1780|2076|3083,6,5,0,1,0.2734
est_000140,established,2,1782|5550,1782|5550,6,3,0,3,0.7339
est_000141,established,4,1304|2002|2638|6544,2002|2638,6,1,1,4,0.6359
est_000142,established,3,1549|2064|3548,2064,6,4,0,2,0.8306
est_000143,established,2,1445|2076,2076,6,4,1,1,0.9108
est_000144,established,2,2103|6083,2103|6083,6,4,0,2,0.588
est_000145,established,2,2131|6035,2131|6035,6,4,0,2,0.6146
est_000146,established,2,2313|2638,2313|2638,6,3,0,3,0.596
est_000147,established,2,2444|2614,2444|2614,6,5,0,1,0.8923
est_000148,established,2,2471|3530,2471|3530,6,5,1,0,0.6637
est_000149,established,4,2568|2751|3578|5584,2568,6,4,0,2,0.3749
est_000150,established,2,2614|4144,2614|4144,6,5,0,1,0.6319
est_000151,established,2,439|2638,439|2638,6,2,3,1,0.8024
est_000152,established,2,984|2720,984|2720,6,2,3,1,0.3788
est_000153,established,2,2893|6676,2893,6,2,2,2,0.9771
est_000154,established,2,2893|3744,2893|3744,6,1,3,2,0.3382
est_000155,established,2,287|2893,2893,6,4,1,1,0.4687
est_000156,established,5,522|2816|2952|5008|6153,2952,6,3,2,1,0.5622
est_000157,established,3,2952|3904|6544,2952|6544,6,4,0,2,0.4912
est_000158,established,4,2952|3904|5008|6544,2952|6544,6,3,1,2,0.4431
est_000159,established,2,3040|3211,3040|3211,6,5,0,1,0.6764
est_000160,established,3,2531|3259|4691,3259|4691,6,6,0,0,0.2236
est_000161,established,2,1028|3530,3530,6,4,0,2,0.6951
est_000162,established,2,3530|5505,3530,6,5,1,0,0.7348
est_000163,established,2,2324|3530,3530,6,2,3,1,0.9287
est_000164,established,2,3530|5765,3530,6,5,0,1,0.8232
est_000165,established,2,3375|3530,3530,6,1,2,3,0.7602
est_000166,established,2,2803|3546,3546,6,6,0,0,0.2658
est_000167,established,5,48|200|311|3627|6443,3627|6443,6,3,0,3,0.2687
est_000168,established,4,2638|3643|3904|6035,2638|3643,6,4,2,0,0.3504
est_000169,established,2,3643|6395,3643|6395,6,4,1,1,0.8394
est_000170,established,2,3643|5765,3643,6,4,1,1,0.349
est_000171,established,2,3901|5782,3901|5782,6,4,2,0,0.0575
est_000172,established,2,3942|5939,3942|5939,6,3,1,2,0.5912
est_000173,established,2,3956|4601,3956|4601,6,4,1,1,0.2004
est_000174,established,2,4039|4760,4039|4760,6,3,2,1,0.5252
est_000175,established,2,2746|4094,2746|4094,6,4,1,1,0.8449
est_000176,established,3,3698|4284|4631,3698|4284,6,5,1,0,0.7033
est_000177,established,4,2764|4298|5073|6084,4298|5073|6084,6,6,0,0,0.107
est_000178,established,3,1200|4367|6544,4367|6544,6,4,1,1,0.6839
est_000179,established,2,1327|4557,4557,6,5,0,1,0.5468
est_000180,established,2,4585|4965,4585,6,5,0,1,0.7679
est_000181,established,2,4631|6001,4631,6,3,0,3,0.9034
est_000182,established,2,4631|4738,4631,6,3,2,1,0.5285
est_000183,established,2,4932|5717,4932,6,5,0,1,0.3952
est_000184,established,4,2976|2981|5029|5217,2976|2981|5029,6,4,0,2,0.5648
est_000185,established,3,3860|5550|6564,3860|5550,6,4,1,1,0.3833
est_000186,established,2,5584|6409,5584|6409,6,2,1,3,0.6417
est_000187,established,4,2568|3578|3838|5584,3578|3838|5584,6,1,1,4,0.2686
est_000188,established,5,1182|1812|2312|4662|5770,5770,6,4,1,1,0.3166
est_000189,established,2,2703|5858,2703|5858,6,4,0,2,0.1801
est_000190,established,2,6035|6544,6035|6544,6,3,0,3,0.4121
est_000191,established,2,6062|6169,6062|6169,6,6,0,0,0.2146
est_000192,established,2,3855|6083,6083,6,5,0,1,0.2915
est_000193,established,2,3836|6083,6083,6,5,1,0,0.9047
est_000194,established,2,439|6220,6220,6,4,1,1,0.5865
est_000195,established,4,3191|5976|6280|6344,3191|5976|6344,6,1,2,3,0.4858
est_000196,established,2,529|6395,529|6395,6,4,1,1,0.8667
est_000197,established,2,6410|6674,6410|6674,6,3,1,2,0.874
est_000198,established,2,2111|6524,2111|6524,6,4,0,2,0.5433
est_000199,established,2,4367|6544,6544,6,4,1,1,0.7829
est_000200,established,5,88|1418|3982|4424|6680,88|1418,5,2,0,3,0.234
est_000201,established,2,112|5579,112|5579,5,3,1,1,0.6324
est_000202,established,2,140|4751,140|4751,5,2,1,2,0.7985
est_000203,established,4,311|377|2418|3627,377,5,3,0,2,0.418
est_000204,established,2,377|4121,377|4121,5,3,1,1,0.9128
est_000205,established,4,311|377|3627|6443,377,5,3,1,1,0.1969
est_000206,established,3,248|377|6443,377|6443,5,2,1,2,0.0498
est_000207,established,5,172|311|377|3627|6443,377|6443,5,4,0,1,0.2639
est_000208,established,4,405|787|5815|6056,405|787|5815,5,1,0,4,0.2149
est_000209,established,3,405|1928|2720,405|1928|2720,5,3,0,2,0.2471
est_000210,established,5,417|2713|2740|3106|3156,417|2740|3156,5,2,0,3,0.4219
est_000211,established,2,439|5008,439|5008,5,3,2,0,0.7643
est_000212,established,2,522|2408,522|2408,5,3,1,1,0.5008
est_000213,established,3,522|2816|2952,522|2952,5,4,1,0,0.4181
est_000214,established,2,612|1357,612|1357,5,3,1,1,0.3609
est_000215,established,2,723|5364,723,5,3,0,2,0.8524
est_000216,established,5,343|854|1445|3733|6677,343|854|1445,5,2,1,2,0.3667
est_000217,established,3,865|2633|3959,865|2633|3959,5,4,0,1,0.5733
est_000218,established,2,910|3433,910,5,4,1,0,0.5764
est_000219,established,5,1049|1050|2531|4691|5085,1049|2531|4691,5,3,2,0,0.2679
est_000220,established,4,1049|1050|2531|5085,1050|2531|5085,5,2,0,3,0.2899
est_000221,established,4,1009|1058|3530|5765,1058,5,4,0,1,0.8055
est_000222,established,2,1102|2251,1102|2251,5,4,1,0,0.0736
est_000223,established,3,1172|2888|3374,1172|3374,5,3,0,2,0.5726
est_000224,established,2,1304|6544,1304|6544,5,5,0,0,0.887
est_000225,established,2,1450|2111,1450|2111,5,3,1,1,0.6566
est_000226,established,5,1479|3354|3906|5252|6843,1479|3354|3906|6843,5,2,0,3,0.1886
est_000227,established,2,1549|1847,1549|1847,5,3,0,2,0.597
est_000228,established,2,1553|5767,1553|5767,5,3,1,1,0.3528
est_000229,established,3,1602|1926|3468,1602,5,3,2,0,0.51
est_000230,established,2,1633|2335,1633,5,3,1,1,0.8735
est_000231,established,2,1635|6739,1635|6739,5,5,0,0,0.2495
est_000232,established,2,1792|6169,1792|6169,5,4,0,1,0.365
est_000233,established,2,1797|5286,1797,5,2,1,2,0.9006
est_000234,established,2,1833|5543,1833|5543,5,3,1,1,0.6275
est_000235,established,2,1940|5858,1940|5858,5,3,1,1,0.5565
est_000236,established,2,1217|1941,1217|1941,5,3,0,2,0.416
est_000237,established,2,1944|3214,1944|3214,5,5,0,0,0.4788
est_000238,established,2,1975|5617,1975|5617,5,4,1,0,0.4101
est_000239,established,2,2066|6395,2066|6395,5,5,0,0,0.2535
est_000240,established,2,2066|6001,2066|6001,5,5,0,0,0.3144
est_000241,established,3,2076|4124|6052,2076,5,3,1,1,0.2039
est_000242,established,2,2076|2851,2076|2851,5,3,1,1,0.4361
est_000243,established,2,2110|2952,2110|2952,5,4,0,1,0.7522
est_000244,established,2,1512|2353,1512|2353,5,4,0,1,0.5293
est_000245,established,5,112|1934|2452|3312|4276,112|1934|2452,5,2,0,3,0.2018
est_000246,established,2,2456|3643,2456|3643,5,4,0,1,0.3938
est_000247,established,2,2471|6223,2471|6223,5,2,0,3,0.1992
est_000248,established,3,1590|2507|2696,2507,5,5,0,0,0.4501
est_000249,established,2,2585|6136,2585,5,3,1,1,0.4922
est_000250,established,2,600|2638,2638,5,4,0,1,0.795
est_000251,established,2,2638|2849,2638|2849,5,2,0,3,0.4364
est_000252,established,2,2638|5823,2638|5823,5,2,1,2,0.4418
est_000253,established,4,2703|3005|4153|5858,2703|3005|4153|5858,5,5,0,0,0.1831
est_000254,established,3,2315|2758|4321,2758|4321,5,4,1,0,0.0617
est_000255,established,2,2764|3345,2764|3345,5,3,1,1,0.732
est_000256,established,3,2790|3058|4448,2790|4448,5,4,1,0,0.3559
est_000257,established,2,2816|6544,2816,5,5,0,0,0.7466
est_000258,established,2,2816|5465,2816|5465,5,3,0,2,0.2967
est_000259,established,3,2816|2952|6153,2816|2952,5,4,0,1,0.6927
est_000260,established,3,2566|2893|5817,2893|5817,5,2,2,1,0.6901
est_000261,established,2,2894|5760,2894,5,3,1,1,0.0866
est_000262,established,3,522|2952|3904,2952,5,3,0,2,0.2459
est_000263,established,4,522|2816|2952|6153,2952|6153,5,3,2,0,0.5286
est_000264,established,4,2816|2952|4299|5008,2952|4299|5008,5,3,1,1,0.4603
est_000265,established,2,2976|4121,2976,5,4,1,0,0.5001
est_000266,established,5,482|1944|3093|6697|6885,3093|6697|6885,5,4,1,0,0.6114
est_000267,established,3,3345|4585|5824,3345|4585,5,4,0,1,0.5726
est_000268,established,2,3345|4585,3345|4585,5,3,1,1,0.6193
est_000269,established,2,3345|5473,3345|5473,5,3,0,2,0.7418
est_000270,established,5,686|1458|3345|3951|5473,1458|3345|5473,5,2,1,2,0.5711
est_000271,established,2,3420|5939,3420|5939,5,4,0,1,0.9142
est_000272,established,2,3427|6111,3427|6111,5,3,0,2,0.4665
est_000273,established,2,3530|6001,3530,5,2,1,2,0.9753
est_000274,established,3,2471|3530|5723,3530|5723,5,3,1,1,0.6279
est_000275,established,2,2741|3530,3530,5,2,0,3,0.7
est_000276,established,2,3530|3698,3530|3698,5,2,1,2,0.901
est_000277,established,4,954|3686|4207|6680,3686|4207,5,3,0,2,0.3222
est_000278,established,2,1172|3705,1172|3705,5,1,3,1,0.5116
est_000279,established,3,3773|4831|6680,3773|4831,5,3,1,1,0.2885
est_000280,established,2,3797|6578,3797,5,3,2,0,0.6402
est_000281,established,2,1633|3800,1633|3800,5,2,1,2,0.0483
est_000282,established,2,3855|6035,3855|6035,5,2,2,1,0.8437
est_000283,established,2,585|3890,3890,5,3,0,2,0.5865
est_000284,established,2,3894|5737,3894|5737,5,5,0,0,0.3927
est_000285,established,2,4033|4056,4033,5,1,2,2,0.6483
est_000286,established,5,494|3421|4080|4497|6083,4080,5,3,0,2,0.4858
est_000287,established,2,3380|4080,4080,5,5,0,0,0.327
est_000288,established,2,1246|4094,4094,5,4,1,0,0.4626
est_000289,established,2,971|4151,4151,5,4,0,1,0.5105
est_000290,established,5,1940|4153|4820|5377|5858,4153|5858,5,5,0,0,0.4972
est_000291,established,2,2390|4216,4216,5,3,2,0,0.806
est_000292,established,2,4284|4631,4284,5,3,1,1,0.6683
est_000293,established,2,4351|6524,4351|6524,5,2,3,0,0.2249
est_000294,established,3,1109|4363|4782,4363,5,4,1,0,0.4309
est_000295,established,2,4557|6524,4557|6524,5,3,2,0,0.2216
est_000296,established,3,4589|4895|4967,4589,5,4,1,0,0.2033
est_000297,established,2,2372|4631,4631,5,3,1,1,0.5976
est_000298,established,2,2333|4631,4631,5,4,1,0,0.773
est_000299,established,2,4631|5844,4631|5844,5,5,0,0,0.2295
est_000300,established,2,4631|4817,4631|4817,5,1,0,4,0.6859
est_000301,established,4,1761|2747|4676|6676,1761|4676,5,1,1,3,0.26
est_000302,established,2,4760|5276,4760|5276,5,4,0,1,0.7418
est_000303,established,2,1493|4760,4760,5,5,0,0,0.8002
est_000304,established,2,4787|6578,4787|6578,5,4,1,0,0.5508
est_000305,established,2,3982|4831,4831,5,1,3,1,0.2272
est_000306,established,3,1009|4888|4895,1009|4888,5,3,0,2,0.5196
est_000307,established,2,4936|6395,4936|6395,5,3,0,2,0.3959
est_000308,established,2,5214|6808,5214|6808,5,4,0,1,0.7734
est_000309,established,2,1301|5336,5336,5,4,1,0,0.853
est_000310,established,3,1200|5396|6541,5396,5,3,0,2,0.4252
est_000311,established,3,4506|5427|6415,5427,5,3,0,2,0.2804
est_000312,established,2,2331|5466,5466,5,3,1,1,0.3662
est_000313,established,2,5517|6458,5517|6458,5,4,1,0,0.0899
est_000314,established,2,2722|5550,5550,5,4,0,1,0.4172
est_000315,established,3,5584|6409|6578,5584|6409|6578,5,4,0,1,0.7066
est_000316,established,2,5592|6169,5592|6169,5,3,1,1,0.0462
est_000317,established,3,3143|5017|5651,5651,5,2,0,3,0.3375
est_000318,established,4,3143|5017|5651|6223,5651,5,4,0,1,0.2748
est_000319,established,2,1910|5746,5746,5,3,1,1,0.8278
est_000320,established,2,5765|6353,5765|6353,5,5,0,0,0.5458
est_000321,established,3,1444|2312|5770,5770,5,4,1,0,0.4924
est_000322,established,3,3901|5163|5782,3901|5782,5,1,2,2,0.1645
est_000323,established,3,5543|5858|6463,5543|5858,5,3,1,1,0.1924
est_000324,established,2,5861|6225,5861|6225,5,3,0,2,0.5671
est_000325,established,3,439|3420|5939,5939,5,3,0,2,0.74
est_000326,established,2,907|6001,6001,5,5,0,0,0.6086
est_000327,established,2,4025|6083,6083,5,3,0,2,0.9174
est_000328,established,2,6266|6676,6266|6676,5,5,0,0,0.586
est_000329,established,4,962|3771|5572|6363,3771|6363,5,2,2,1,0.2647
est_000330,established,2,2080|6380,6380,5,4,0,1,0.426
est_000331,established,2,1028|6395,1028|6395,5,4,1,0,0.6759
est_000332,established,2,6001|6395,6395,5,3,0,2,0.4769
est_000333,established,2,5812|6395,6395,5,3,0,2,0.4019
est_000334,established,2,5008|6544,5008|6544,5,1,1,3,0.6033
est_000335,established,2,6086|6746,6746,5,3,0,2,0.2973
est_000336,established,2,439|6821,6821,5,2,0,3,0.5352
est_000337,established,2,571|6821,6821,5,2,1,2,0.5918
est_000338,established,4,585|1549|3890|6170,585|1549|3890,5,0,3,2,0.2625
est_000339,established,3,1412|4734|5864,1412|4734|5864,5,0,1,4,0.1318
est_000340,established,2,6|5008,6,4,4,0,0,0.8183
est_000341,established,2,6|854,6,4,1,2,1,0.8962
est_000342,established,2,66|3956,66|3956,4,3,0,1,0.2625
est_000343,established,2,99|971,99,4,2,0,2,0.4859
est_000344,established,2,238|1401,238|1401,4,2,0,2,0.3138
est_000345,established,2,290|3314,290|3314,4,3,0,1,0.4992
est_000346,established,2,293|3609,293|3609,4,4,0,0,0.3488
est_000347,established,2,299|6169,299|6169,4,4,0,0,0.1028
est_000348,established,2,359|3289,359,4,2,1,1,0.0971
est_000349,established,2,359|1247,359|1247,4,4,0,0,0.0563
est_000350,established,2,377|3031,377,4,3,0,1,0.2909
est_000351,established,4,172|311|377|3627,377,4,2,1,1,0.3715
est_000352,established,4,172|311|377|6443,377|6443,4,3,0,1,0.2519
est_000353,established,4,172|377|3627|6443,377|6443,4,3,0,1,0.2586
est_000354,established,3,405|787|6056,405|787|6056,4,3,0,1,0.2274
est_000355,established,2,439|3278,439,4,2,0,2,0.308
est_000356,established,4,439|2816|3643|5008,439|3643|5008,4,3,0,1,0.4646
est_000357,established,4,439|571|2816|4306,439|571|4306,4,2,0,2,0.5254
est_000358,established,2,455|6130,455,4,2,1,1,0.3741
est_000359,established,2,455|2298,455|2298,4,3,1,0,0.0398
est_000360,established,3,464|6209|6582,464|6582,4,3,0,1,0.3418
est_000361,established,2,482|4760,482|4760,4,4,0,0,0.8741
est_000362,established,2,494|5823,494|5823,4,2,0,2,0.551
est_000363,established,2,515|4601,515|4601,4,2,0,2,0.315
est_000364,established,2,536|1695,536|1695,4,4,0,0,0.1932
est_000365,established,3,439|571|6821,439|571|6821,4,2,2,0,0.5463
est_000366,established,2,585|5484,585|5484,4,2,1,1,0.2899
est_000367,established,2,600|5172,600|5172,4,3,0,1,0.9546
est_000368,established,2,624|6002,624,4,4,0,0,0.9088
est_000369,established,2,651|820,651|820,4,3,0,1,0.4749
est_000370,established,2,674|2904,674,4,1,1,2,0.1641
est_000371,established,2,684|6672,684|6672,4,4,0,0,0.8871
est_000372,established,2,752|6241,752|6241,4,3,0,1,0.4519
est_000373,established,2,753|4298,753|4298,4,3,1,0,0.1166
est_000374,established,4,784|990|1576|1782,784|990,4,2,1,1,0.3759
est_000375,established,2,796|4040,796,4,3,0,1,0.3767
est_000376,established,2,801|1548,801|1548,4,3,0,1,0.3327
est_000377,established,3,801|4036|5417,801|4036|5417,4,3,0,1,0.4044
est_000378,established,2,808|4760,808|4760,4,2,1,1,0.9713
est_000379,established,2,808|6676,808|6676,4,3,1,0,0.5073
est_000380,established,2,818|3698,818|3698,4,3,0,1,0.3988
est_000381,established,2,841|6820,841|6820,4,3,0,1,0.4598
est_000382,established,2,854|1492,854|1492,4,2,2,0,0.5581
est_000383,established,3,923|1354|3012,923|1354|3012,4,3,0,1,0.3668
est_000384,established,2,923|2251,923|2251,4,4,0,0,0.1747
est_000385,established,3,934|2076|6594,934|2076|6594,4,3,0,1,0.1065
est_000386,established,3,934|2076|5235,934|2076,4,3,0,1,0.1733
est_000387,established,2,1028|2168,1028|2168,4,2,0,2,0.7027
est_000388,established,2,1049|5482,1049,4,1,1,2,0.3361
est_000389,established,2,1058|3530,1058|3530,4,2,1,1,0.7484
est_000390,established,2,1106|2795,1106|2795,4,2,1,1,0.4414
est_000391,established,4,956|1073|1106|6079,1106,4,1,3,0,0.3144
est_000392,established,2,1133|6169,1133|6169,4,3,0,1,0.1741
est_000393,established,2,1136|3562,1136|3562,4,2,1,1,0.6431
est_000394,established,2,1009|1172,1009|1172,4,2,0,2,0.5988
est_000395,established,2,1172|4824,1172,4,3,0,1,0.4065
est_000396,established,2,1172|5765,1172|5765,4,3,0,1,0.5715
est_000397,established,2,1200|4601,1200|4601,4,1,1,2,0.5104
est_000398,established,3,1246|2746|4094,1246|2746|4094,4,2,2,0,0.7215
est_000399,established,2,1323|6456,1323|6456,4,2,0,2,0.5997
est_000400,established,3,1343|2747|6676,1343,4,4,0,0,0.1722
est_000401,established,2,1354|2251,1354|2251,4,4,0,0,0.1022
est_000402,established,2,1400|2589,1400,4,3,1,0,0.4066
est_000403,established,5,1418|2302|3593|4205|4802,1418|3593|4802,4,4,0,0,0.3553
est_000404,established,2,1418|5591,1418|5591,4,3,1,0,0.1751
