constructed_group_id,regime,size,members,anchors,n_examples,n_train,n_val,n_test,heterogeneity
est_000000,established,2,20|760,20|760,71,45,9,17,0.1038
est_000001,established,2,566|608,566|608,50,31,4,15,0.7956
est_000002,established,2,937|976,937|976,35,33,0,2,0.3341
est_000003,established,2,558|947,558|947,26,20,3,3,0.1567
est_000004,established,3,822|1099|1610,1099|1610,26,21,4,1,0.2574
est_000005,established,2,1045|1442,1045|1442,24,10,1,13,0.5162
est_000006,established,3,214|414|1554,214|414|1554,23,20,2,1,0.7351
est_000007,established,2,542|1442,542|1442,22,11,6,5,0.842
est_000008,established,3,413|1446|1611,1446|1611,21,13,5,3,0.464
est_000009,established,2,294|1442,1442,20,15,2,3,0.8326
est_000010,established,2,753|1227,753|1227,18,16,1,1,0.1972
est_000011,established,2,777|1177,777|1177,18,12,0,6,0.33
est_000012,established,2,866|1376,866|1376,18,15,0,3,0.7121
est_000013,established,2,698|824,698|824,17,12,2,3,0.0252
est_000014,established,2,749|1349,749,17,9,2,6,0.1625
est_000015,established,2,935|1197,935|1197,17,12,2,3,0.4042
est_000016,established,2,1059|1502,1059|1502,17,12,3,2,0.2608
est_000017,established,2,1174|1424,1174|1424,17,11,5,1,0.21
est_000018,established,3,554|952|1008,554|952,16,11,3,2,0.1651
est_000019,established,2,668|1639,668|1639,16,10,2,4,0.4172
est_000020,established,3,819|968|1655,819|968,16,13,1,2,0.2376
est_000021,established,2,1007|1166,1007|1166,16,13,1,2,0.4767
est_000022,established,2,535|1048,1048,16,14,0,2,0.2276
est_000023,established,2,19|1442,1442,16,14,0,2,0.851
est_000024,established,2,184|346,184|346,15,8,3,4,0.1225
est_000025,established,2,214|1554,214|1554,15,14,1,0,0.6454
est_000026,established,2,864|1174,864|1174,15,8,2,5,0.2908
est_000027,established,2,866|1022,866,15,13,1,1,0.6949
est_000028,established,2,1095|1502,1095|1502,15,12,1,2,0.5725
est_000029,established,2,1254|1415,1254,15,10,0,5,0.609
est_000030,established,2,118|701,118|701,14,8,3,3,0.5546
est_000031,established,3,780|1023|1038,780,14,7,3,4,0.4604
est_000032,established,2,799|1543,799|1543,14,9,2,3,0.88
est_000033,established,2,509|1062,1062,14,10,1,3,0.468
est_000034,established,2,1095|1487,1095|1487,14,9,2,3,0.0698
est_000035,established,2,1394|1540,1394|1540,14,11,1,2,0.4806
est_000036,established,4,38|382|503|558,38|382|503,13,8,1,4,0.2664
est_000037,established,4,40|649|1168|1488,40|649|1168|1488,13,7,2,4,0.156
est_000038,established,2,244|445,244|445,13,10,0,3,0.6406
est_000039,established,2,544|830,544|830,13,10,0,3,0.1326
est_000040,established,2,341|963,341|963,13,8,1,4,0.3682
est_000041,established,2,1099|1610,1099|1610,13,8,2,3,0.07
est_000042,established,2,1197|1339,1197,13,11,0,2,0.4873
est_000043,established,2,497|1330,497|1330,13,7,3,3,0.5058
est_000044,established,2,1257|1424,1424,13,5,0,8,0.8429
est_000045,established,2,38|949,38|949,12,6,4,2,0.8055
est_000046,established,2,99|1410,99|1410,12,5,3,4,0.4714
est_000047,established,2,280|1177,280|1177,12,6,2,4,0.5425
est_000048,established,2,315|1517,315,12,8,1,3,0.5248
est_000049,established,3,230|382|1073,230|382|1073,12,5,0,7,0.7374
est_000050,established,3,530|884|1663,530|1663,12,5,2,5,0.0434
est_000051,established,2,545|866,545|866,12,8,0,4,0.5721
est_000052,established,2,807|1481,807|1481,12,8,2,2,0.6983
est_000053,established,2,875|1012,875|1012,12,10,1,1,0.3536
est_000054,established,2,1446|1611,1446|1611,12,5,1,6,0.2684
est_000055,established,2,794|1556,1556,12,8,1,3,0.5557
est_000056,established,2,285|807,285|807,11,7,1,3,0.7221
est_000057,established,2,324|1033,324|1033,11,6,3,2,0.8998
est_000058,established,2,451|1410,451|1410,11,10,0,1,0.0147
est_000059,established,2,666|729,666,11,5,3,3,0.9799
est_000060,established,2,786|1502,786|1502,11,9,1,1,0.4997
est_000061,established,2,134|1280,1280,11,5,2,4,0.6889
est_000062,established,4,206|999|1305|1502,1305|1502,11,6,3,2,0.7717
est_000063,established,2,1021|1596,1596,11,7,1,3,0.9314
est_000064,established,3,38|701|1129,38|701,10,6,0,4,0.5646
est_000065,established,2,68|1624,68|1624,10,7,0,3,0.9465
est_000066,established,3,114|125|1242,114|1242,10,5,1,4,0.8056
est_000067,established,2,125|1294,125|1294,10,8,1,1,0.3582
est_000068,established,2,125|1485,125|1485,10,7,1,2,0.7616
est_000069,established,4,65|154|216|257,65|154|216|257,10,9,0,1,0.0567
est_000070,established,3,289|571|1114,289|571,10,5,2,3,0.5761
est_000071,established,2,303|1437,303|1437,10,8,0,2,0.1293
est_000072,established,2,321|1093,321|1093,10,4,0,6,0.4206
est_000073,established,2,508|1284,508|1284,10,4,2,4,0.871
est_000074,established,2,714|733,714|733,10,8,1,1,0.3683
est_000075,established,3,781|843|1000,781|1000,10,6,1,3,0.1211
est_000076,established,2,816|1481,816|1481,10,7,2,1,0.4893
est_000077,established,2,909|1182,909|1182,10,8,0,2,0.6748
est_000078,established,3,367|844|956,956,10,8,0,2,0.1426
est_000079,established,5,186|1043|1218|1342|1358,1218|1342,10,7,1,2,0.3777
est_000080,established,2,1227|1603,1227,10,10,0,0,0.91
est_000081,established,4,115|185|868|1335,1335,10,6,2,2,0.5136
est_000082,established,2,1380|1394,1380|1394,10,5,1,4,0.3329
est_000083,established,2,368|1424,1424,10,5,2,3,0.8748
est_000084,established,2,701|1465,1465,10,7,0,3,0.8045
est_000085,established,2,797|1648,1648,10,6,2,2,0.4945
est_000086,established,4,28|40|459|1104,28|459|1104,9,6,2,1,0.1847
est_000087,established,2,38|969,38|969,9,7,1,1,0.4041
est_000088,established,2,125|280,125|280,9,6,1,2,0.3637
est_000089,established,2,339|1244,339,9,6,1,2,0.4344
est_000090,established,2,370|1164,370,9,6,2,1,0.6365
est_000091,established,3,370|701|1164,370|701|1164,9,4,1,4,0.6034
est_000092,established,2,406|1103,406|1103,9,7,2,0,0.7769
est_000093,established,2,414|1554,414|1554,9,8,1,0,0.7682
est_000094,established,3,559|726|1129,559|726|1129,9,7,1,1,0.6123
est_000095,established,2,578|1362,578|1362,9,3,2,4,0.8397
est_000096,established,2,819|968,819|968,9,8,1,0,0.0422
est_000097,established,2,830|1257,830|1257,9,5,2,2,0.1581
est_000098,established,3,436|721|968,721|968,9,3,3,3,0.1237
est_000099,established,2,701|1174,1174,9,6,1,2,0.2636
est_000100,established,2,1182|1355,1182|1355,9,5,2,2,0.7506
est_000101,established,3,281|1200|1218,1200|1218,9,4,2,3,0.1405
est_000102,established,2,952|1218,952|1218,9,3,3,3,0.0256
est_000103,established,4,281|952|1218|1539,1218|1539,9,5,1,3,0.4088
est_000104,established,2,523|1376,1376,9,8,1,0,0.6081
est_000105,established,2,51|1420,1420,9,5,2,2,0.4086
est_000106,established,2,705|1470,1470,9,9,0,0,0.8525
est_000107,established,2,1499|1573,1573,9,6,2,1,0.5087
est_000108,established,3,310|1088|1663,1088|1663,9,6,0,3,0.0598
est_000109,established,4,38|955|969|1129,38|955|969|1129,8,7,1,0,0.4806
est_000110,established,3,38|274|382,38|274|382,8,4,2,2,0.432
est_000111,established,2,64|1208,64|1208,8,7,0,1,0.0277
est_000112,established,2,76|187,76|187,8,5,1,2,0.4633
est_000113,established,3,112|170|239,112|170,8,5,0,3,0.3386
est_000114,established,2,125|1164,125|1164,8,6,0,2,0.4191
est_000115,established,3,186|816|1273,186|816,8,8,0,0,0.6365
est_000116,established,2,203|382,203|382,8,5,2,1,0.7656
est_000117,established,2,214|414,214|414,8,5,0,3,0.7639
est_000118,established,4,217|253|290|908,217|253|290|908,8,3,2,3,0.3859
est_000119,established,5,223|464|879|1004|1129,223|1129,8,3,0,5,0.2782
est_000120,established,2,240|1539,240|1539,8,4,2,2,0.4728
est_000121,established,2,260|695,260|695,8,3,3,2,0.7057
est_000122,established,5,274|1011|1061|1137|1363,274|1061|1137,8,5,0,3,0.6069
est_000123,established,2,294|1277,294|1277,8,6,1,1,0.4326
est_000124,established,3,294|794|1277,294|794,8,6,0,2,0.4554
est_000125,established,2,315|1231,315,8,7,0,1,0.4758
est_000126,established,2,321|770,321|770,8,4,2,2,0.5002
est_000127,established,2,341|710,341|710,8,3,3,2,0.864
est_000128,established,2,380|673,380|673,8,2,3,3,0.5405
est_000129,established,2,382|1073,382|1073,8,6,1,1,0.7294
est_000130,established,2,407|1556,407|1556,8,4,2,2,0.5718
est_000131,established,2,428|511,428,8,5,2,1,0.3234
est_000132,established,2,451|1229,451,8,6,1,1,0.1492
est_000133,established,3,493|515|906,493|515|906,8,7,0,1,0.4309
est_000134,established,3,497|807|1481,497|807|1481,8,5,0,3,0.6711
est_000135,established,3,497|807|1093,497|807|1093,8,5,1,2,0.4705
est_000136,established,2,540|1208,540|1208,8,6,1,1,0.4033
est_000137,established,3,556|650|925,556|650|925,8,5,1,2,0.5447
est_000138,established,4,351|659|1185|1653,659|1185|1653,8,3,4,1,0.2097
est_000139,established,4,705|1012|1068|1502,705|1012|1068,8,3,2,3,0.83
est_000140,established,3,705|1012|1192,705|1192,8,6,1,1,0.849
est_000141,established,2,757|1150,757|1150,8,7,0,1,0.8917
est_000142,established,2,783|994,783|994,8,2,4,2,0.2264
est_000143,established,4,887|1012|1228|1502,887|1228,8,5,1,2,0.7391
est_000144,established,3,897|1059|1502,897|1059,8,5,2,1,0.5593
est_000145,established,2,919|1301,919,8,6,0,2,0.9226
est_000146,established,2,935|1593,935|1593,8,5,0,3,0.6431
est_000147,established,2,966|1081,966|1081,8,5,0,3,0.0574
est_000148,established,2,994|1633,994|1633,8,4,2,2,0.4254
est_000149,established,2,636|1018,1018,8,3,2,3,0.5582
est_000150,established,2,1033|1264,1033|1264,8,7,0,1,0.1675
est_000151,established,2,999|1045,1045,8,5,2,1,0.4791
est_000152,established,2,1045|1446,1045,8,5,1,2,0.8819
est_000153,established,2,1061|1257,1061|1257,8,6,1,1,0.3268
est_000154,established,3,1129|1173|1279,1129|1173|1279,8,5,2,1,0.4527
est_000155,established,3,87|1134|1174,1134|1174,8,5,1,2,0.5974
est_000156,established,2,1134|1174,1134|1174,8,4,1,3,0.4056
est_000157,established,2,1153|1568,1153|1568,8,4,1,3,0.1803
est_000158,established,2,1164|1487,1164|1487,8,5,3,0,0.8573
est_000159,established,2,1208|1575,1208|1575,8,6,0,2,0.072
est_000160,established,2,1259|1544,1259,8,5,2,1,0.634
est_000161,established,5,309|372|1279|1338|1352,1352,8,6,1,1,0.113
est_000162,established,2,558|1356,1356,8,3,1,4,0.941
est_000163,established,2,711|1398,711|1398,8,3,2,3,0.4724
est_000164,established,2,1437|1633,1437|1633,8,5,2,1,0.255
est_000165,established,2,38|1508,1508,8,5,1,2,0.2907
est_000166,established,2,1528|1610,1528|1610,8,4,0,4,0.044
est_000167,established,2,1200|1633,1633,8,6,1,1,0.825
est_000168,established,2,681|1639,1639,8,7,1,0,0.5804
est_000169,established,2,29|1410,29|1410,7,6,0,1,0.4121
est_000170,established,5,38|60|246|653|1129,38|653,7,5,0,2,0.3182
est_000171,established,5,38|60|246|274|1129,38|246|274,7,5,1,1,0.3539
est_000172,established,5,64|360|548|589|1208,64|360|1208,7,5,0,2,0.0644
est_000173,established,3,77|486|1000,77|1000,7,4,2,1,0.5075
est_000174,established,5,77|126|894|1438|1455,77|894|1455,7,5,0,2,0.2332
est_000175,established,2,78|1623,78|1623,7,4,0,3,0.6547
est_000176,established,2,113|538,113|538,7,3,1,3,0.7526
est_000177,established,3,113|538|1315,113|538|1315,7,6,0,1,0.5214
est_000178,established,2,113|1037,113|1037,7,7,0,0,0.5668
est_000179,established,2,125|1642,125|1642,7,4,1,2,0.5301
est_000180,established,4,129|545|788|1052,129|545|1052,7,7,0,0,0.3902
est_000181,established,2,133|830,133|830,7,6,0,1,0.7636
est_000182,established,2,149|1569,149|1569,7,5,1,1,0.2893
est_000183,established,2,160|909,160|909,7,4,1,2,0.4097
est_000184,established,2,112|164,164,7,6,0,1,0.5186
est_000185,established,2,190|1264,190|1264,7,6,0,1,0.5966
est_000186,established,2,213|320,213|320,7,3,2,2,0.6754
est_000187,established,2,230|382,230,7,6,1,0,0.5426
est_000188,established,4,241|308|780|1277,241|780,7,6,1,0,0.5003
est_000189,established,2,285|1212,285,7,3,3,1,0.7232
est_000190,established,2,294|1633,294|1633,7,5,2,0,0.7364
est_000191,established,2,334|579,334,7,5,1,1,0.6286
est_000192,established,2,467|1323,467|1323,7,6,0,1,0.8917
est_000193,established,3,478|675|1050,478|675|1050,7,5,2,0,0.5046
est_000194,established,2,503|1335,503|1335,7,5,0,2,0.9431
est_000195,established,2,541|1402,541|1402,7,6,0,1,0.3062
est_000196,established,2,119|570,570,7,3,2,2,0.9476
est_000197,established,3,638|1148|1481,638|1148,7,3,1,3,0.6501
est_000198,established,2,651|1248,651,7,4,2,1,0.5194
est_000199,established,2,688|1539,688|1539,7,4,0,3,0.8256
est_000200,established,3,701|726|1129,701|726|1129,7,6,1,0,0.6982
est_000201,established,2,701|1129,701|1129,7,4,0,3,0.6202
est_000202,established,4,705|1012|1478|1624,705|1012|1478,7,7,0,0,0.8334
est_000203,established,2,726|1129,726,7,6,1,0,0.7352
est_000204,established,2,689|757,757,7,5,0,2,0.7978
est_000205,established,2,760|1228,760,7,5,0,2,0.8834
est_000206,established,4,129|545|771|788,771,7,5,0,2,0.405
est_000207,established,2,771|853,771|853,7,5,0,2,0.5898
est_000208,established,2,780|1023,780,7,4,1,2,0.6384
est_000209,established,3,807|893|1481,807,7,7,0,0,0.6611
est_000210,established,2,533|867,867,7,6,0,1,0.8381
est_000211,established,2,880|1349,880|1349,7,5,1,1,0.6868
est_000212,established,3,216|880|1349,216|880|1349,7,3,1,3,0.4669
est_000213,established,2,887|1012,887|1012,7,4,0,3,0.6188
est_000214,established,5,372|773|909|993|1011,909|993,7,5,1,1,0.6315
est_000215,established,2,940|994,994,7,4,1,2,0.657
est_000216,established,2,781|1000,1000,7,5,0,2,0.106
est_000217,established,3,1008|1218|1269,1008|1218|1269,7,6,1,0,0.1472
est_000218,established,2,186|1020,1020,7,4,1,2,0.4828
est_000219,established,2,249|1020,1020,7,5,0,2,0.287
est_000220,established,2,1020|1129,1020|1129,7,2,4,1,0.3398
est_000221,established,3,39|354|1108,1108,7,5,1,1,0.2236
est_000222,established,2,1164|1502,1164|1502,7,2,2,3,0.5803
est_000223,established,2,525|1169,1169,7,4,3,0,0.7312
est_000224,established,2,931|1214,931|1214,7,4,1,2,0.7604
est_000225,established,2,1276|1628,1276|1628,7,6,1,0,0.6697
est_000226,established,2,478|1294,1294,7,5,1,1,0.639
est_000227,established,2,328|1334,1334,7,5,0,2,0.784
est_000228,established,4,1228|1339|1502|1623,1228|1339|1502|1623,7,4,0,3,0.5573
est_000229,established,2,637|1362,1362,7,3,1,3,0.8746
est_000230,established,2,1376|1419,1376|1419,7,6,0,1,0.4771
est_000231,established,2,269|1442,1442,7,6,0,1,0.8824
est_000232,established,2,993|1487,993|1487,7,3,1,3,0.8485
est_000233,established,2,1043|1502,1502,7,6,0,1,0.9047
est_000234,established,2,788|1506,788|1506,7,2,2,3,0.4927
est_000235,established,2,483|1509,1509,7,4,1,2,0.9307
est_000236,established,2,4|819,4|819,6,5,1,0,0.0663
est_000237,established,2,30|966,30|966,6,4,1,1,0.1806
est_000238,established,3,38|969|1129,38|1129,6,4,0,2,0.5652
est_000239,established,3,38|558|653,38|558,6,2,0,4,0.1484
est_000240,established,3,38|503|558,38|503|558,6,3,0,3,0.1446
est_000241,established,4,38|558|653|769,38|558|769,6,3,0,3,0.1356
est_000242,established,5,55|1154|1189|1273|1286,55|1154|1189,6,2,1,3,0.318
est_000243,established,2,60|312,60|312,6,6,0,0,0.2409
est_000244,established,3,67|259|347,67|259,6,4,0,2,0.4118
est_000245,established,2,76|503,76|503,6,5,0,1,0.1797
est_000246,established,3,87|281|1174,87|1174,6,4,0,2,0.6606
est_000247,established,2,113|1315,113|1315,6,5,0,1,0.5152
est_000248,established,3,48|117|649,117,6,3,1,2,0.2168
est_000249,established,2,129|545,129|545,6,5,0,1,0.3225
est_000250,established,3,146|1243|1328,146|1328,6,4,2,0,0.446
est_000251,established,2,148|773,148|773,6,3,0,3,0.3534
est_000252,established,3,160|909|1011,160|909,6,4,1,1,0.4362
est_000253,established,2,203|1539,203|1539,6,5,1,0,0.6208
est_000254,established,2,218|287,218|287,6,3,0,3,0.4841
est_000255,established,2,222|655,222,6,4,1,1,0.0977
est_000256,established,2,81|229,81|229,6,2,1,3,0.4073
est_000257,established,2,244|1437,244,6,6,0,0,0.7729
est_000258,established,2,257|1020,257|1020,6,4,0,2,0.1524
est_000259,established,2,125|285,285,6,5,0,1,0.7594
est_000260,established,2,287|390,287,6,2,3,1,0.1821
est_000261,established,2,289|1114,289,6,5,0,1,0.4169
est_000262,established,3,73|295|774,73|295|774,6,2,2,2,0.26
est_000263,established,3,223|300|560,300|560,6,4,1,1,0.4086
est_000264,established,2,300|880,300|880,6,4,1,1,0.2499
est_000265,established,3,60|312|492,312|492,6,4,0,2,0.1945
est_000266,established,2,336|980,336,6,4,0,2,0.7812
est_000267,established,2,336|702,336,6,2,0,4,0.8009
est_000268,established,2,341|596,341|596,6,3,0,3,0.816
est_000269,established,4,216|344|962|1399,344|962|1399,6,4,1,1,0.3651
est_000270,established,4,38|364|413|473,38|364,6,3,0,3,0.4776
est_000271,established,2,378|538,378|538,6,4,1,1,0.5836
est_000272,established,2,392|560,392|560,6,4,1,1,0.5808
est_000273,established,3,395|955|969,395|955|969,6,3,0,3,0.4582
est_000274,established,2,417|841,417|841,6,3,1,2,0.687
est_000275,established,2,510|1168,510|1168,6,3,2,1,0.3987
est_000276,established,4,379|511|1136|1644,511|1136,6,5,0,1,0.5095
est_000277,established,2,522|1292,522|1292,6,3,1,2,0.668
est_000278,established,2,525|1240,525|1240,6,4,1,1,0.5447
est_000279,established,2,527|909,527,6,6,0,0,0.3974
est_000280,established,2,533|767,533|767,6,4,1,1,0.0225
est_000281,established,4,545|606|1413|1502,545|606,6,3,2,1,0.5961
est_000282,established,2,299|559,299|559,6,2,0,4,0.5535
est_000283,established,2,651|859,651|859,6,3,1,2,0.0587
est_000284,established,2,651|1409,651|1409,6,5,1,0,0.2215
est_000285,established,4,652|847|869|1303,652|847,6,5,0,1,0.3225
est_000286,established,2,662|1119,662|1119,6,4,1,1,0.4891
est_000287,established,2,671|830,671|830,6,4,1,1,0.651
est_000288,established,2,299|675,299|675,6,2,1,3,0.51
est_000289,established,2,676|1008,676|1008,6,5,0,1,0.1736
est_000290,established,2,701|726,701|726,6,3,0,3,0.8254
est_000291,established,2,701|1164,701|1164,6,5,0,1,0.4581
est_000292,established,2,704|726,704|726,6,4,1,1,0.819
est_000293,established,2,705|1502,705|1502,6,6,0,0,0.6477
est_000294,established,2,486|757,486|757,6,3,0,3,0.6613
est_000295,established,3,763|1174|1424,763|1174|1424,6,1,0,5,0.1866
est_000296,established,3,763|1174|1494,763|1174|1494,6,3,0,3,0.1154
est_000297,established,2,824|1165,824,6,1,0,5,0.8889
est_000298,established,3,424|843|1000,843|1000,6,5,1,0,0.144
est_000299,established,2,847|869,847|869,6,3,0,3,0.2599
est_000300,established,3,668|865|1029,865|1029,6,5,1,0,0.336
est_000301,established,2,887|1228,887,6,5,1,0,0.8123
est_000302,established,5,463|537|901|1043|1499,537|901,6,3,2,1,0.3982
est_000303,established,2,909|993,909,6,4,0,2,0.8441
est_000304,established,2,952|1022,952|1022,6,3,0,3,0.3664
est_000305,established,2,956|1154,956|1154,6,4,1,1,0.8466
est_000306,established,4,216|962|1091|1399,216|962|1091|1399,6,3,1,2,0.2288
est_000307,established,2,968|1655,968,6,6,0,0,0.383
est_000308,established,2,973|1309,973,6,4,2,0,0.14
est_000309,established,2,999|1502,999|1502,6,6,0,0,0.2504
est_000310,established,2,1008|1218,1008|1218,6,5,1,0,0.0835
est_000311,established,2,1020|1137,1020|1137,6,6,0,0,0.5044
est_000312,established,2,553|1024,553|1024,6,1,1,4,0.4952
est_000313,established,2,1035|1442,1035|1442,6,4,1,1,0.8382
est_000314,established,2,1061|1137,1061,6,6,0,0,0.5102
est_000315,established,2,769|1092,1092,6,6,0,0,0.5428
est_000316,established,2,1147|1185,1147|1185,6,3,3,0,0.4836
est_000317,established,2,1164|1540,1164|1540,6,6,0,0,0.5939
est_000318,established,2,789|1174,1174,6,1,3,2,0.8934
est_000319,established,4,606|727|1192|1659,1192,6,6,0,0,0.5662
est_000320,established,5,186|537|985|1043|1218,186|1218,6,2,1,3,0.3389
est_000321,established,3,1164|1219|1339,1219|1339,6,3,2,1,0.5945
est_000322,established,2,1378|1502,1378,6,6,0,0,0.9849
est_000323,established,2,705|1478,1478,6,3,0,3,0.8521
est_000324,established,2,281|1487,281|1487,6,3,0,3,0.8798
est_000325,established,2,1248|1502,1502,6,4,0,2,0.4748
est_000326,established,3,470|835|1511,1511,6,4,0,2,0.2966
est_000327,established,2,1043|1539,1539,6,5,0,1,0.6818
est_000328,established,3,896|1464|1571,1464|1571,6,3,0,3,0.4458
est_000329,established,2,1024|1611,1024|1611,6,1,1,4,0.8965
est_000330,established,2,751|1633,1633,6,3,2,1,0.8735
est_000331,established,2,1377|1633,1633,6,4,2,0,0.577
est_000332,established,3,794|1623|1643,794|1643,6,4,0,2,0.3033
est_000333,established,2,29|1646,1646,6,5,0,1,0.7674
est_000334,established,2,1579|1646,1646,6,3,2,1,0.9187
est_000335,established,2,8|300,8|300,5,4,0,1,0.148
est_000336,established,2,19|1286,19|1286,5,2,1,2,0.4218
est_000337,established,5,32|294|960|1114|1277,32|294|960|1114|1277,5,3,0,2,0.3684
est_000338,established,3,32|986|1498,32|986|1498,5,4,0,1,0.5677
est_000339,established,3,38|955|969,38|955,5,3,1,1,0.4053
est_000340,established,2,38|274,38|274,5,4,0,1,0.5314
est_000341,established,5,38|278|342|413|473,38|342|473,5,3,0,2,0.3922
est_000342,established,2,38|701,38|701,5,3,2,0,0.4469
est_000343,established,3,42|516|1193,42,5,3,1,1,0.342
est_000344,established,4,42|516|1193|1589,42|1193,5,2,3,0,0.2992
est_000345,established,2,47|1471,47|1471,5,5,0,0,0.1863
est_000346,established,2,55|1189,55|1189,5,2,1,2,0.2948
est_000347,established,3,67|510|511,67|511,5,5,0,0,0.6055
est_000348,established,3,67|347|1527,67|1527,5,3,1,1,0.3634
est_000349,established,2,74|1461,74,5,3,0,2,0.3173
est_000350,established,2,74|582,74|582,5,5,0,0,0.2761
est_000351,established,2,78|1502,78|1502,5,3,2,0,0.703
est_000352,established,4,82|240|257|1539,82|240|1539,5,1,2,2,0.6885
est_000353,established,3,94|815|1363,94|1363,5,3,0,2,0.4368
est_000354,established,2,114|1302,114|1302,5,2,1,2,0.5779
est_000355,established,2,114|125,114,5,4,0,1,0.7866
est_000356,established,2,114|1093,114|1093,5,4,0,1,0.3018
est_000357,established,2,114|1242,114|1242,5,3,1,1,0.7353
est_000358,established,2,131|340,131|340,5,2,1,2,0.8129
est_000359,established,2,133|1111,133|1111,5,3,0,2,0.8921
est_000360,established,3,137|823|1499,137|823,5,2,1,2,0.549
est_000361,established,2,148|331,148|331,5,3,1,1,0.5257
est_000362,established,4,149|249|359|1624,149|359|1624,5,4,0,1,0.5686
est_000363,established,3,65|154|1425,154|1425,5,2,0,3,0.0244
est_000364,established,2,183|209,183,5,3,1,1,0.7323
est_000365,established,4,186|1218|1342|1358,186|1218|1342,5,4,0,1,0.3341
est_000366,established,2,186|1136,186|1136,5,4,0,1,0.6205
est_000367,established,2,186|537,186|537,5,3,2,0,0.3163
est_000368,established,3,195|656|820,195|820,5,3,0,2,0.3647
est_000369,established,2,195|608,195|608,5,4,0,1,0.7858
est_000370,established,3,115|203|728,203,5,5,0,0,0.6828
est_000371,established,2,203|558,203|558,5,4,0,1,0.8325
est_000372,established,3,204|310|607,204|310|607,5,3,1,1,0.4702
est_000373,established,3,162|206|336,162|206|336,5,3,0,2,0.7665
est_000374,established,4,212|926|1142|1231,212|926|1142,5,2,2,1,0.3242
est_000375,established,4,65|216|257|558,216|257|558,5,2,1,2,0.1731
est_000376,established,2,216|257,216|257,5,3,0,2,0.0663
est_000377,established,3,224|312|1154,224|312,5,5,0,0,0.5656
est_000378,established,3,226|649|1488,226|1488,5,4,0,1,0.1715
est_000379,established,2,254|797,254|797,5,2,2,1,0.1759
est_000380,established,2,274|382,274|382,5,4,1,0,0.4489
est_000381,established,2,274|1061,274|1061,5,1,1,3,0.4406
est_000382,established,5,92|278|413|638|1229,278|638|1229,5,2,1,2,0.4758
est_000383,established,3,125|268|280,280,5,1,1,3,0.6774
est_000384,established,2,287|1350,287,5,5,0,0,0.511
est_000385,established,2,288|1576,288,5,3,1,1,0.1671
est_000386,established,4,288|638|1292|1576,288|1576,5,4,0,1,0.175
est_000387,established,3,296|302|680,296|302|680,5,4,0,1,0.1943
est_000388,established,3,305|335|745,305|335|745,5,4,0,1,0.5525
est_000389,established,2,319|320,319|320,5,5,0,0,0.0907
est_000390,established,4,320|684|803|1079,320|803|1079,5,3,0,2,0.2504
est_000391,established,2,331|595,331|595,5,4,1,0,0.335
est_000392,established,2,338|1498,338|1498,5,5,0,0,0.277
est_000393,established,2,341|704,341|704,5,3,2,0,0.7526
est_000394,established,2,342|408,342|408,5,5,0,0,0.26
est_000395,established,2,216|344,216|344,5,2,1,2,0.3344
est_000396,established,2,351|1129,351|1129,5,5,0,0,0.7131
est_000397,established,2,356|1544,356|1544,5,4,0,1,0.8842
est_000398,established,5,309|367|828|957|1338,367|957,5,5,0,0,0.1064
est_000399,established,2,370|1080,370,5,3,0,2,0.8496
est_000400,established,2,372|957,372|957,5,4,0,1,0.0271
est_000401,established,2,331|378,331|378,5,4,1,0,0.6041
est_000402,established,3,375|394|1272,394|1272,5,4,0,1,0.4309
est_000403,established,2,397|1038,397|1038,5,2,1,2,0.4619
est_000404,established,2,405|597,405,5,4,0,1,0.7675
est_000405,established,4,411|553|850|955,411|553|850|955,5,3,0,2,0.3911
est_000406,established,2,413|419,413|419,5,4,1,0,0.31
est_000407,established,2,422|596,422,5,3,1,1,0.9275
est_000408,established,2,432|538,432|538,5,5,0,0,0.5036
est_000409,established,2,311|432,432,5,4,0,1,0.6087
est_000410,established,2,432|599,432,5,2,1,2,0.7096
est_000411,established,2,39|444,444,5,3,1,1,0.4438
est_000412,established,3,44|483|597,44|483|597,5,2,2,1,0.5759
est_000413,established,2,497|766,497|766,5,4,0,1,0.3672
est_000414,established,2,497|1093,497|1093,5,2,2,1,0.2268
est_000415,established,2,503|558,503|558,5,3,0,2,0.0808
est_000416,established,2,504|1360,504,5,5,0,0,0.7904
est_000417,established,2,504|765,504|765,5,2,2,1,0.5176
est_000418,established,2,508|717,508|717,5,2,3,0,0.8023
est_000419,established,2,515|1484,515,5,4,0,1,0.6336
est_000420,established,2,534|1284,534|1284,5,5,0,0,0.2755
est_000421,established,2,537|1218,537|1218,5,4,0,1,0.4019
est_000422,established,3,545|850|996,545|850|996,5,4,0,1,0.3899
est_000423,established,2,545|606,545|606,5,3,1,1,0.6856
est_000424,established,2,545|771,545|771,5,3,0,2,0.3706
est_000425,established,2,545|666,545|666,5,5,0,0,0.8255
est_000426,established,3,545|1075|1502,545|1075|1502,5,2,1,2,0.5601
est_000427,established,5,553|646|955|1591|1647,553|955|1591,5,1,0,4,0.3323
est_000428,established,2,554|1008,554|1008,5,4,1,0,0.2271
est_000429,established,2,558|1539,558|1539,5,2,0,3,0.8364
est_000430,established,2,559|726,559|726,5,3,0,2,0.3292
est_000431,established,3,30|561|966,561|966,5,2,1,2,0.3516
