constructed_group_id,regime,size,members,anchors,n_examples,n_train,n_val,n_test,heterogeneity
est_016051,established,4,368|463|1286|1560,1286,1,0,0,1,0.4197
est_016052,established,5,239|368|650|1286|1499,1286,1,0,0,1,0.3023
est_016053,established,3,88|368|1286,1286,1,0,0,1,0.3505
est_016054,established,3,368|1286|1450,1286,1,0,0,1,0.2515
est_016055,established,4,239|368|1286|1499,1286,1,0,0,1,0.3077
est_016056,established,3,333|400|1286,1286,1,0,0,1,0.3853
est_016057,established,4,47|1288|1499|1529,1288,1,0,0,1,0.4831
est_016058,established,4,186|316|1288|1499,1288,1,0,0,1,0.3341
est_016059,established,3,186|663|1288,1288,1,0,0,1,0.2675
est_016060,established,4,569|663|1031|1288,1288,1,0,0,1,0.4738
est_016061,established,5,368|663|1288|1450|1499,1288,1,0,0,1,0.3357
est_016062,established,3,186|1288|1326,1288,1,0,0,1,0.3315
est_016063,established,3,896|1288|1529,1288,1,0,0,1,0.5678
est_016064,established,2,368|1288,1288,1,0,0,1,0.3356
est_016065,established,5,316|452|663|1277|1292,1292,1,0,0,1,0.2426
est_016066,established,4,601|663|1277|1292,1292,1,0,0,1,0.1947
est_016067,established,4,985|1277|1292|1303,1292,1,0,0,1,0.3083
est_016068,established,4,92|413|917|1292,1292,1,0,0,1,0.2887
est_016069,established,3,316|1292|1358,1292,1,0,0,1,0.2309
est_016070,established,4,316|452|663|1292,1292,1,0,0,1,0.2105
est_016071,established,4,1089|1292|1303|1461,1292,1,0,0,1,0.3855
est_016072,established,2,412|1294,1294,1,0,0,1,0.9012
est_016073,established,4,0|663|775|1295,1295,1,0,0,1,0.3492
est_016074,established,3,6|316|1295,1295,1,0,0,1,0.454
est_016075,established,2,402|1296,1296,1,0,0,1,0.5291
est_016076,established,4,21|333|362|1296,1296,1,0,0,1,0.3515
est_016077,established,3,39|1023|1296,1296,1,0,0,1,0.3133
est_016078,established,4,39|362|1296|1474,1296,1,0,0,1,0.3031
est_016079,established,4,424|663|1036|1299,1299,1,0,0,1,0.1734
est_016080,established,2,1301|1519,1301,1,0,0,1,0.5173
est_016081,established,3,186|1302|1517,1302,1,0,0,1,0.1699
est_016082,established,2,1302|1529,1302,1,0,0,1,0.6846
est_016083,established,3,810|1303|1408,1303,1,0,0,1,0.1795
est_016084,established,3,985|1303|1340,1303,1,0,0,1,0.3124
est_016085,established,2,1038|1303,1303,1,0,0,1,0.1193
est_016086,established,4,144|197|1043|1303,1303,1,0,0,1,0.1894
est_016087,established,2,317|1303,1303,1,0,0,1,0.2488
est_016088,established,3,239|1043|1303,1303,1,0,0,1,0.3248
est_016089,established,3,18|670|1303,1303,1,0,0,1,0.1822
est_016090,established,2,206|1308,1308,1,0,0,1,0.8694
est_016091,established,3,359|1311|1350,1311,1,0,0,1,0.3031
est_016092,established,2,316|1311,1311,1,0,0,1,0.2173
est_016093,established,5,316|1049|1311|1422|1547,1311,1,0,0,1,0.2224
est_016094,established,4,664|857|1311|1547,1311,1,0,0,1,0.2784
est_016095,established,4,316|950|1005|1312,1312,1,0,0,1,0.3654
est_016096,established,2,267|1313,1313,1,0,0,1,0.4063
est_016097,established,3,98|158|1316,1316,1,0,0,1,0.5708
est_016098,established,3,98|812|1316,1316,1,0,0,1,0.4901
est_016099,established,5,98|106|734|848|1316,1316,1,0,0,1,0.4929
est_016100,established,5,1163|1317|1325|1545|1613,1317,1,0,0,1,0.4041
est_016101,established,5,1183|1252|1256|1317|1396,1317,1,0,0,1,0.5593
est_016102,established,2,26|1324,1324,1,0,0,1,0.4901
est_016103,established,2,1064|1326,1326,1,0,0,1,0.5348
est_016104,established,5,77|455|1031|1326|1499,1326,1,0,0,1,0.3322
est_016105,established,5,77|537|952|1326|1379,1326,1,0,0,1,0.2799
est_016106,established,2,549|1326,1326,1,0,0,1,0.5954
est_016107,established,5,413|627|761|908|1327,1327,1,0,0,1,0.0984
est_016108,established,5,272|344|613|1004|1327,1327,1,0,0,1,0.2704
est_016109,established,3,254|615|1327,1327,1,0,0,1,0.7934
est_016110,established,5,952|1086|1146|1277|1327,1327,1,0,0,1,0.3587
est_016111,established,5,272|782|908|1004|1327,1327,1,0,0,1,0.145
est_016112,established,4,450|1327|1471|1529,1327,1,0,0,1,0.1358
est_016113,established,5,249|385|640|1043|1327,1327,1,0,0,1,0.2026
est_016114,established,5,209|246|769|1065|1327,1327,1,0,0,1,0.2044
est_016115,established,4,640|1043|1146|1327,1327,1,0,0,1,0.3238
est_016116,established,5,136|178|246|1327|1517,1327,1,0,0,1,0.2801
est_016117,established,2,1327|1574,1327,1,0,0,1,0.553
est_016118,established,2,1327|1434,1327,1,0,0,1,0.4371
est_016119,established,5,179|413|627|1327|1529,1327,1,0,0,1,0.0977
est_016120,established,3,269|449|1328,1328,1,0,0,1,0.5003
est_016121,established,3,319|1328|1487,1328,1,0,0,1,0.9588
est_016122,established,3,126|449|1328,1328,1,0,0,1,0.5846
est_016123,established,5,269|333|663|789|1328,1328,1,0,0,1,0.3219
est_016124,established,4,316|452|670|1332,1332,1,0,0,1,0.4005
est_016125,established,2,33|1333,1333,1,0,0,1,0.6576
est_016126,established,5,227|257|488|558|1335,1335,1,0,0,1,0.5101
est_016127,established,4,203|503|959|1335,1335,1,0,0,1,0.7784
est_016128,established,4,227|959|1335|1539,1335,1,0,0,1,0.7492
est_016129,established,5,257|488|558|959|1335,1335,1,0,0,1,0.5144
est_016130,established,3,227|488|1335,1335,1,0,0,1,0.666
est_016131,established,5,227|257|488|959|1335,1335,1,0,0,1,0.4599
est_016132,established,5,1074|1336|1347|1595|1636,1336,1,0,0,1,0.4819
est_016133,established,4,1112|1336|1562|1656,1336,1,0,0,1,0.5582
est_016134,established,5,205|319|684|1337|1417,1337,1,0,0,1,0.2043
est_016135,established,2,8|1337,1337,1,0,0,1,0.1959
est_016136,established,4,8|205|997|1337,1337,1,0,0,1,0.2482
est_016137,established,4,359|492|1338|1539,1338,1,0,0,1,0.4839
est_016138,established,4,223|241|828|1338,1338,1,0,0,1,0.2284
est_016139,established,5,372|803|957|1279|1338,1338,1,0,0,1,0.029
est_016140,established,4,241|372|828|1338,1338,1,0,0,1,0.1324
est_016141,established,3,477|1339|1608,1339,1,0,0,1,0.7681
est_016142,established,3,669|1340|1550,1340,1,0,0,1,0.2001
est_016143,established,5,18|316|549|960|1340,1340,1,0,0,1,0.2892
est_016144,established,3,1127|1277|1341,1341,1,0,0,1,0.2558
est_016145,established,5,200|239|316|490|1346,1346,1,0,0,1,0.3395
est_016146,established,3,112|1273|1346,1346,1,0,0,1,0.3794
est_016147,established,5,112|316|787|1010|1346,1346,1,0,0,1,0.4159
est_016148,established,2,1347|1636,1347,1,0,0,1,0.5446
est_016149,established,2,1347|1595,1347,1,0,0,1,0.4846
est_016150,established,4,383|761|1079|1348,1348,1,0,0,1,0.1755
est_016151,established,4,333|622|664|1350,1350,1,0,0,1,0.2294
est_016152,established,5,663|1043|1080|1238|1350,1350,1,0,0,1,0.1112
est_016153,established,5,39|1031|1080|1238|1350,1350,1,0,0,1,0.1808
est_016154,established,2,985|1350,1350,1,0,0,1,0.0679
est_016155,established,5,239|353|1043|1350|1609,1350,1,0,0,1,0.3399
est_016156,established,3,1279|1338|1352,1352,1,0,0,1,0.0622
est_016157,established,2,247|1355,1355,1,0,0,1,0.856
est_016158,established,2,859|1357,1357,1,0,0,1,0.9406
est_016159,established,4,162|815|859|1357,1357,1,0,0,1,0.806
est_016160,established,4,186|316|333|1358,1358,1,0,0,1,0.3297
est_016161,established,5,333|663|669|869|1358,1358,1,0,0,1,0.1857
est_016162,established,3,669|1038|1358,1358,1,0,0,1,0.157
est_016163,established,2,318|1358,1358,1,0,0,1,0.0825
est_016164,established,3,1286|1361|1450,1361,1,0,0,1,0.3847
est_016165,established,2,45|1361,1361,1,0,0,1,0.7074
est_016166,established,3,453|773|1363,1363,1,0,0,1,0.6106
est_016167,established,3,372|773|1363,1363,1,0,0,1,0.5826
est_016168,established,4,372|453|1174|1363,1363,1,0,0,1,0.6908
est_016169,established,3,274|1137|1363,1363,1,0,0,1,0.3722
est_016170,established,2,1238|1367,1367,1,0,0,1,0.1416
est_016171,established,4,254|301|663|1367,1367,1,0,0,1,0.2404
est_016172,established,3,1367|1431|1461,1367,1,0,0,1,0.1395
est_016173,established,5,269|663|1162|1367|1408,1367,1,0,0,1,0.268
est_016174,established,4,258|301|663|1367,1367,1,0,0,1,0.2579
est_016175,established,4,394|556|1273|1368,1368,1,0,0,1,0.598
est_016176,established,3,77|125|1368,1368,1,0,0,1,0.6573
est_016177,established,3,37|269|1368,1368,1,0,0,1,0.4283
est_016178,established,2,611|1370,1370,1,0,0,1,0.4672
est_016179,established,2,611|1372,1372,1,0,0,1,0.4217
est_016180,established,2,920|1372,1372,1,0,0,1,0.3286
est_016181,established,4,112|699|1273|1374,1374,1,0,0,1,0.5548
est_016182,established,5,269|490|567|1031|1374,1374,1,0,0,1,0.5758
est_016183,established,4,269|1124|1260|1377,1377,1,0,0,1,0.2414
est_016184,established,5,144|868|1031|1377|1560,1377,1,0,0,1,0.3323
est_016185,established,3,461|1031|1377,1377,1,0,0,1,0.3142
est_016186,established,4,111|664|1043|1377,1377,1,0,0,1,0.2581
est_016187,established,3,664|1080|1377,1377,1,0,0,1,0.2374
est_016188,established,2,461|1377,1377,1,0,0,1,0.2812
est_016189,established,2,1377|1641,1377,1,0,0,1,0.2629
est_016190,established,3,663|1273|1379,1379,1,0,0,1,0.4355
est_016191,established,2,1292|1379,1379,1,0,0,1,0.3293
est_016192,established,2,549|1379,1379,1,0,0,1,0.4841
est_016193,established,4,319|725|1004|1381,1381,1,0,0,1,0.1257
est_016194,established,2,1158|1381,1381,1,0,0,1,0.3333
est_016195,established,5,9|1004|1381|1471|1529,1381,1,0,0,1,0.217
est_016196,established,5,186|1277|1350|1384|1560,1384,1,0,0,1,0.2911
est_016197,established,2,1043|1384,1384,1,0,0,1,0.4012
est_016198,established,5,126|316|730|985|1384,1384,1,0,0,1,0.158
est_016199,established,3,24|1255|1386,1386,1,0,0,1,0.4471
est_016200,established,5,60|65|492|844|1390,1390,1,0,0,1,0.1925
est_016201,established,2,1121|1390,1390,1,0,0,1,0.292
est_016202,established,4,60|731|1253|1390,1390,1,0,0,1,0.265
est_016203,established,4,60|849|945|1390,1390,1,0,0,1,0.2116
est_016204,established,2,1390|1452,1390,1,0,0,1,0.2277
est_016205,established,3,249|794|1390,1390,1,0,0,1,0.464
est_016206,established,5,134|249|1149|1390|1464,1390,1,0,0,1,0.3031
est_016207,established,2,492|1390,1390,1,0,0,1,0.2188
est_016208,established,4,773|844|957|1391,1391,1,0,0,1,0.1051
est_016209,established,4,413|464|1338|1391,1391,1,0,0,1,0.1931
est_016210,established,5,309|372|492|1279|1391,1391,1,0,0,1,0.0767
est_016211,established,3,1279|1391|1425,1391,1,0,0,1,0.0635
est_016212,established,2,844|1391,1391,1,0,0,1,0.0877
est_016213,established,4,309|492|1279|1391,1391,1,0,0,1,0.0951
est_016214,established,4,372|773|844|1391,1391,1,0,0,1,0.1097
est_016215,established,4,492|957|1279|1391,1391,1,0,0,1,0.0623
est_016216,established,3,313|812|1392,1392,1,0,0,1,0.2989
est_016217,established,5,34|135|410|466|1392,1392,1,0,0,1,0.3485
est_016218,established,4,410|865|1002|1392,1392,1,0,0,1,0.2964
est_016219,established,2,1245|1392,1392,1,0,0,1,0.6556
est_016220,established,4,331|556|564|1393,1393,1,0,0,1,0.5876
est_016221,established,2,556|1393,1393,1,0,0,1,0.4581
est_016222,established,3,1223|1395|1562,1395,1,0,0,1,0.2844
est_016223,established,4,1317|1395|1536|1545,1395,1,0,0,1,0.3729
est_016224,established,2,1395|1432,1395,1,0,0,1,0.5119
est_016225,established,4,119|567|950|1396,1396,1,0,0,1,0.2436
est_016226,established,4,663|809|1396|1408,1396,1,0,0,1,0.339
est_016227,established,5,100|269|333|1080|1396,1396,1,0,0,1,0.22
est_016228,established,2,838|1396,1396,1,0,0,1,0.4309
est_016229,established,4,112|1031|1080|1396,1396,1,0,0,1,0.35
est_016230,established,5,269|345|1127|1303|1396,1396,1,0,0,1,0.2206
est_016231,established,3,123|144|1396,1396,1,0,0,1,0.1878
est_016232,established,2,880|1399,1399,1,0,0,1,0.3778
est_016233,established,5,613|983|1054|1230|1401,1401,1,0,0,1,0.2989
est_016234,established,5,272|390|754|782|1401,1401,1,0,0,1,0.2458
est_016235,established,5,374|782|879|983|1401,1401,1,0,0,1,0.1995
est_016236,established,5,272|550|828|1004|1401,1401,1,0,0,1,0.1805
est_016237,established,4,272|390|1230|1401,1401,1,0,0,1,0.2741
est_016238,established,3,374|390|1401,1401,1,0,0,1,0.3126
est_016239,established,4,664|685|1204|1403,1403,1,0,0,1,0.1464
est_016240,established,5,0|316|812|1178|1403,1403,1,0,0,1,0.354
est_016241,established,2,84|1408,1408,1,0,0,1,0.2753
est_016242,established,2,889|1408,1408,1,0,0,1,0.2049
est_016243,established,2,1204|1408,1408,1,0,0,1,0.3014
est_016244,established,2,1154|1411,1411,1,0,0,1,0.3355
est_016245,established,2,1012|1413,1413,1,0,0,1,0.8
est_016246,established,3,410|1178|1414,1414,1,0,0,1,0.4079
est_016247,established,4,47|848|896|1414,1414,1,0,0,1,0.2039
est_016248,established,5,47|464|803|1414|1529,1414,1,0,0,1,0.0904
est_016249,established,4,1074|1256|1415|1595,1415,1,0,0,1,0.5353
est_016250,established,2,262|1415,1415,1,0,0,1,0.7701
est_016251,established,5,627|957|1279|1338|1417,1417,1,0,0,1,0.0559
est_016252,established,5,492|908|1121|1279|1417,1417,1,0,0,1,0.0703
est_016253,established,3,240|1279|1417,1417,1,0,0,1,0.2437
est_016254,established,5,142|300|633|1097|1417,1417,1,0,0,1,0.1542
est_016255,established,4,300|684|1079|1417,1417,1,0,0,1,0.1813
est_016256,established,3,240|359|1417,1417,1,0,0,1,0.3173
est_016257,established,5,136|249|359|1121|1417,1417,1,0,0,1,0.1436
est_016258,established,5,223|354|1097|1348|1417,1417,1,0,0,1,0.2845
est_016259,established,4,177|200|1367|1418,1418,1,0,0,1,0.0616
est_016260,established,3,167|917|1418,1418,1,0,0,1,0.4015
est_016261,established,5,27|921|1367|1418|1461,1418,1,0,0,1,0.0661
est_016262,established,3,27|167|1418,1418,1,0,0,1,0.1574
est_016263,established,2,27|1418,1418,1,0,0,1,0.0561
est_016264,established,3,921|1418|1608,1418,1,0,0,1,0.1728
est_016265,established,2,177|1418,1418,1,0,0,1,0.0565
est_016266,established,5,27|781|789|921|1418,1418,1,0,0,1,0.1728
est_016267,established,3,685|781|1418,1418,1,0,0,1,0.1547
est_016268,established,2,461|1422,1422,1,0,0,1,0.2582
est_016269,established,2,333|1422,1422,1,0,0,1,0.1861
est_016270,established,3,112|332|1422,1422,1,0,0,1,0.5355
est_016271,established,2,345|1422,1422,1,0,0,1,0.5817
est_016272,established,5,65|492|813|844|1425,1425,1,0,0,1,0.0342
est_016273,established,5,492|844|1101|1279|1425,1425,1,0,0,1,0.0654
est_016274,established,3,492|813|1425,1425,1,0,0,1,0.0398
est_016275,established,3,844|1391|1425,1425,1,0,0,1,0.0682
est_016276,established,4,492|813|1279|1425,1425,1,0,0,1,0.0409
est_016277,established,5,65|509|844|1279|1425,1425,1,0,0,1,0.1125
est_016278,established,2,154|1425,1425,1,0,0,1,0.0214
est_016279,established,4,65|509|1279|1425,1425,1,0,0,1,0.137
est_016280,established,2,586|1427,1427,1,0,0,1,0.2938
est_016281,established,5,85|116|136|1434|1453,1434,1,0,0,1,0.389
est_016282,established,3,116|1434|1453,1434,1,0,0,1,0.4237
est_016283,established,5,610|640|1022|1327|1434,1434,1,0,0,1,0.4919
est_016284,established,4,209|640|1022|1434,1434,1,0,0,1,0.5616
est_016285,established,3,157|640|1435,1435,1,0,0,1,0.293
est_016286,established,2,1303|1435,1435,1,0,0,1,0.224
est_016287,established,4,0|316|640|1435,1435,1,0,0,1,0.3355
est_016288,established,4,729|948|992|1438,1438,1,0,0,1,0.1285
est_016289,established,2,1326|1438,1438,1,0,0,1,0.1889
est_016290,established,5,77|655|860|948|1438,1438,1,0,0,1,0.1867
est_016291,established,2,1445|1608,1445,1,0,0,1,0.8561
est_016292,established,2,413|1446,1446,1,0,0,1,0.6788
est_016293,established,2,197|1449,1449,1,0,0,1,0.2911
est_016294,established,3,368|1450|1499,1450,1,0,0,1,0.2879
est_016295,established,4,239|345|1031|1450,1450,1,0,0,1,0.4392
est_016296,established,2,55|1450,1450,1,0,0,1,0.2797
est_016297,established,4,477|663|1154|1450,1450,1,0,0,1,0.4639
est_016298,established,5,240|359|492|1121|1451,1451,1,0,0,1,0.2366
est_016299,established,4,186|490|1451|1547,1451,1,0,0,1,0.3095
est_016300,established,4,186|1088|1451|1499,1451,1,0,0,1,0.4134
est_016301,established,4,60|1149|1279|1452,1452,1,0,0,1,0.2301
est_016302,established,2,60|1452,1452,1,0,0,1,0.3503
est_016303,established,5,60|782|844|1201|1452,1452,1,0,0,1,0.3258
est_016304,established,3,249|385|1453,1453,1,0,0,1,0.0899
est_016305,established,2,1453|1658,1453,1,0,0,1,0.7536
est_016306,established,5,676|952|1086|1226|1453,1453,1,0,0,1,0.4329
est_016307,established,3,1043|1086|1453,1453,1,0,0,1,0.2792
est_016308,established,4,116|209|1434|1453,1453,1,0,0,1,0.3948
est_016309,established,2,820|1453,1453,1,0,0,1,0.2705
est_016310,established,5,316|663|789|960|1453,1453,1,0,0,1,0.3869
est_016311,established,3,1065|1327|1453,1453,1,0,0,1,0.2223
est_016312,established,4,413|464|803|1453,1453,1,0,0,1,0.0862
est_016313,established,3,727|1453|1532,1453,1,0,0,1,0.7417
est_016314,established,2,1453|1624,1453,1,0,0,1,0.5533
est_016315,established,3,236|689|1453,1453,1,0,0,1,0.2016
est_016316,established,3,209|640|1453,1453,1,0,0,1,0.2049
est_016317,established,4,85|136|769|1453,1453,1,0,0,1,0.2409
est_016318,established,4,729|1036|1326|1455,1455,1,0,0,1,0.1789
est_016319,established,3,452|894|1455,1455,1,0,0,1,0.3011
est_016320,established,4,15|424|948|1455,1455,1,0,0,1,0.1895
est_016321,established,2,836|1455,1455,1,0,0,1,0.0986
est_016322,established,4,15|775|948|1455,1455,1,0,0,1,0.1618
est_016323,established,4,126|452|1084|1455,1455,1,0,0,1,0.1814
est_016324,established,2,463|1455,1455,1,0,0,1,0.5332
est_016325,established,5,221|438|485|505|1455,1455,1,0,0,1,0.0957
est_016326,established,4,77|426|890|1455,1455,1,0,0,1,0.3066
est_016327,established,5,221|426|729|748|1455,1455,1,0,0,1,0.3104
est_016328,established,4,233|576|948|1455,1455,1,0,0,1,0.2867
est_016329,established,2,1194|1459,1459,1,0,0,1,0.1141
est_016330,established,2,1204|1460,1460,1,0,0,1,0.2808
est_016331,established,4,669|988|1204|1460,1460,1,0,0,1,0.2479
est_016332,established,4,345|988|1460|1574,1460,1,0,0,1,0.3351
est_016333,established,3,579|1162|1460,1460,1,0,0,1,0.2765
est_016334,established,3,317|835|1461,1461,1,0,0,1,0.3533
est_016335,established,3,167|326|1461,1461,1,0,0,1,0.1743
est_016336,established,3,27|789|1461,1461,1,0,0,1,0.142
est_016337,established,2,288|1463,1463,1,0,0,1,0.1758
est_016338,established,5,92|288|1244|1389|1463,1463,1,0,0,1,0.3761
est_016339,established,2,1201|1464,1464,1,0,0,1,0.4485
est_016340,established,4,134|186|376|1464,1464,1,0,0,1,0.3858
est_016341,established,3,528|664|1467,1467,1,0,0,1,0.3191
est_016342,established,3,960|1005|1468,1468,1,0,0,1,0.4572
est_016343,established,2,289|1468,1468,1,0,0,1,0.4653
est_016344,established,5,0|950|1043|1303|1468,1468,1,0,0,1,0.3796
est_016345,established,3,1097|1303|1468,1468,1,0,0,1,0.5233
est_016346,established,4,251|300|838|1468,1468,1,0,0,1,0.4278
est_016347,established,4,223|385|633|1468,1468,1,0,0,1,0.3414
est_016348,established,2,997|1468,1468,1,0,0,1,0.2961
est_016349,established,2,960|1468,1468,1,0,0,1,0.3299
est_016350,established,5,950|1043|1277|1303|1468,1468,1,0,0,1,0.3898
est_016351,established,2,477|1469,1469,1,0,0,1,0.8421
est_016352,established,2,1071|1469,1469,1,0,0,1,0.8699
est_016353,established,5,207|450|729|1471|1529,1471,1,0,0,1,0.1804
est_016354,established,2,689|1471,1471,1,0,0,1,0.175
est_016355,established,4,22|236|343|1471,1471,1,0,0,1,0.3163
est_016356,established,4,1233|1472|1523|1636,1472,1,0,0,1,0.6492
est_016357,established,3,333|669|1474,1474,1,0,0,1,0.1974
est_016358,established,2,549|1474,1474,1,0,0,1,0.1264
est_016359,established,5,458|579|1038|1162|1474,1474,1,0,0,1,0.1353
est_016360,established,2,531|1474,1474,1,0,0,1,0.1748
est_016361,established,2,640|1476,1476,1,0,0,1,0.8234
est_016362,established,3,258|663|1477,1477,1,0,0,1,0.2755
est_016363,established,3,144|960|1477,1477,1,0,0,1,0.2859
est_016364,established,2,1453|1478,1478,1,0,0,1,0.9213
est_016365,established,3,156|1273|1479,1479,1,0,0,1,0.3755
est_016366,established,3,111|1247|1480,1480,1,0,0,1,0.206
est_016367,established,2,1253|1481,1481,1,0,0,1,0.701
est_016368,established,4,0|316|569|1484,1484,1,0,0,1,0.492
est_016369,established,2,1224|1484,1484,1,0,0,1,0.6717
est_016370,established,5,316|663|1484|1547|1561,1484,1,0,0,1,0.3632
est_016371,established,2,1251|1491,1491,1,0,0,1,0.2663
est_016372,established,2,365|1494,1494,1,0,0,1,0.9496
est_016373,established,2,1021|1497,1497,1,0,0,1,0.8976
est_016374,established,2,1453|1497,1497,1,0,0,1,0.9269
est_016375,established,2,728|1497,1497,1,0,0,1,0.9349
est_016376,established,2,1277|1498,1498,1,0,0,1,0.1701
est_016377,established,2,1114|1498,1498,1,0,0,1,0.494
est_016378,established,2,567|1499,1499,1,0,0,1,0.3326
est_016379,established,2,269|1499,1499,1,0,0,1,0.3975
est_016380,established,5,115|186|1043|1451|1499,1499,1,0,0,1,0.346
est_016381,established,5,123|239|529|1043|1499,1499,1,0,0,1,0.2803
est_016382,established,3,0|1002|1499,1499,1,0,0,1,0.1599
est_016383,established,5,317|650|1273|1277|1499,1499,1,0,0,1,0.3436
est_016384,established,3,199|1012|1502,1502,1,0,0,1,0.7214
est_016385,established,5,126|281|727|999|1502,1502,1,0,0,1,0.6214
est_016386,established,2,1230|1502,1502,1,0,0,1,0.818
est_016387,established,4,417|727|793|1502,1502,1,0,0,1,0.4623
est_016388,established,3,689|1282|1502,1502,1,0,0,1,0.9086
est_016389,established,4,417|1012|1043|1502,1502,1,0,0,1,0.7552
est_016390,established,4,727|999|1171|1502,1502,1,0,0,1,0.623
est_016391,established,5,77|115|186|1043|1502,1502,1,0,0,1,0.6412
est_016392,established,3,417|793|1502,1502,1,0,0,1,0.5387
est_016393,established,2,1171|1502,1502,1,0,0,1,0.7462
est_016394,established,5,65|227|503|959|1513,1513,1,0,0,1,0.2032
est_016395,established,2,227|1513,1513,1,0,0,1,0.2084
est_016396,established,4,227|257|503|1513,1513,1,0,0,1,0.2194
est_016397,established,4,844|959|1390|1513,1513,1,0,0,1,0.1802
est_016398,established,3,396|1149|1513,1513,1,0,0,1,0.1646
est_016399,established,4,257|492|1279|1513,1513,1,0,0,1,0.1387
est_016400,established,5,309|492|908|1121|1513,1513,1,0,0,1,0.1223
est_016401,established,2,310|1517,1517,1,0,0,1,0.7356
est_016402,established,3,751|913|1517,1517,1,0,0,1,0.741
est_016403,established,4,728|891|1517|1608,1517,1,0,0,1,0.7626
est_016404,established,2,1064|1517,1517,1,0,0,1,0.4468
est_016405,established,3,125|253|1517,1517,1,0,0,1,0.8374
est_016406,established,3,125|1517|1658,1517,1,0,0,1,0.6728
est_016407,established,3,1058|1303|1518,1518,1,0,0,1,0.351
est_016408,established,4,471|543|549|1519,1519,1,0,0,1,0.3008
est_016409,established,2,460|1519,1519,1,0,0,1,0.2945
est_016410,established,2,37|1519,1519,1,0,0,1,0.3126
est_016411,established,5,267|368|460|543|1519,1519,1,0,0,1,0.3732
est_016412,established,2,269|1519,1519,1,0,0,1,0.2537
est_016413,established,2,1336|1520,1520,1,0,0,1,0.3561
est_016414,established,2,1377|1521,1521,1,0,0,1,0.1727
est_016415,established,4,34|1233|1472|1523,1523,1,0,0,1,0.7062
est_016416,established,2,1523|1636,1523,1,0,0,1,0.4329
est_016417,established,5,267|345|650|663|1524,1524,1,0,0,1,0.4525
est_016418,established,3,569|663|1524,1524,1,0,0,1,0.5373
est_016419,established,4,116|609|952|1525,1525,1,0,0,1,0.5491
est_016420,established,5,116|438|1146|1246|1525,1525,1,0,0,1,0.3253
est_016421,established,3,761|848|1529,1529,1,0,0,1,0.0718
est_016422,established,2,670|1529,1529,1,0,0,1,0.659
est_016423,established,5,413|852|879|1004|1529,1529,1,0,0,1,0.1765
est_016424,established,3,47|1088|1529,1529,1,0,0,1,0.1221
est_016425,established,3,803|1004|1529,1529,1,0,0,1,0.1746
est_016426,established,2,727|1532,1532,1,0,0,1,0.9035
est_016427,established,2,1491|1534,1534,1,0,0,1,0.3249
est_016428,established,2,1472|1534,1534,1,0,0,1,0.496
est_016429,established,3,1194|1336|1536,1536,1,0,0,1,0.1701
est_016430,established,2,1194|1536,1536,1,0,0,1,0.0307
est_016431,established,3,227|257|1539,1539,1,0,0,1,0.5857
est_016432,established,3,857|1539|1547,1539,1,0,0,1,0.5965
est_016433,established,4,857|1043|1539|1547,1539,1,0,0,1,0.5156
est_016434,established,3,537|1043|1539,1539,1,0,0,1,0.6578
est_016435,established,3,857|1043|1539,1539,1,0,0,1,0.6462
est_016436,established,3,960|1539|1547,1539,1,0,0,1,0.5865
est_016437,established,4,359|1043|1539|1547,1539,1,0,0,1,0.5117
est_016438,established,2,993|1540,1540,1,0,0,1,0.9468
est_016439,established,3,1043|1164|1540,1540,1,0,0,1,0.6537
est_016440,established,3,1043|1248|1540,1540,1,0,0,1,0.7197
est_016441,established,2,1225|1544,1544,1,0,0,1,0.8417
est_016442,established,2,889|1544,1544,1,0,0,1,0.8556
est_016443,established,2,1194|1545,1545,1,0,0,1,0.0896
est_016444,established,3,1317|1545|1562,1545,1,0,0,1,0.5751
est_016445,established,2,307|1547,1547,1,0,0,1,0.2763
est_016446,established,2,640|1547,1547,1,0,0,1,0.3884
est_016447,established,3,239|1303|1547,1547,1,0,0,1,0.3164
est_016448,established,3,318|775|1547,1547,1,0,0,1,0.3143
est_016449,established,3,88|301|1547,1547,1,0,0,1,0.4288
est_016450,established,3,1041|1377|1547,1547,1,0,0,1,0.2799
est_016451,established,4,318|449|664|1547,1547,1,0,0,1,0.2277
est_016452,established,2,168|1547,1547,1,0,0,1,0.4393
est_016453,established,3,77|1384|1547,1547,1,0,0,1,0.2607
est_016454,established,4,123|353|1547|1609,1547,1,0,0,1,0.2529
est_016455,established,2,1384|1547,1547,1,0,0,1,0.3575
est_016456,established,3,1350|1384|1547,1547,1,0,0,1,0.2364
est_016457,established,5,775|1038|1043|1303|1547,1547,1,0,0,1,0.2661
est_016458,established,2,147|1550,1550,1,0,0,1,0.323
est_016459,established,4,663|669|1550|1570,1550,1,0,0,1,0.167
est_016460,established,4,147|781|1550|1617,1550,1,0,0,1,0.2551
est_016461,established,4,258|663|1303|1550,1550,1,0,0,1,0.1967
est_016462,established,3,821|997|1550,1550,1,0,0,1,0.3164
est_016463,established,3,106|884|1552,1552,1,0,0,1,0.2159
est_016464,established,3,89|331|1553,1553,1,0,0,1,0.336
est_016465,established,3,331|725|1553,1553,1,0,0,1,0.4135
est_016466,established,3,509|1553|1622,1553,1,0,0,1,0.2932
est_016467,established,2,1555|1574,1555,1,0,0,1,0.1087
