u1,u2,n_groups,n_venues,weight_idf
1327,1453,36,16,23.49161
957,1391,12,1,10.922871
1226,1279,15,2,10.36995
1099,1610,17,9,9.613082
736,737,18,12,8.633175
1277,1570,22,20,8.179712
1446,1611,10,5,7.343426
65,257,13,2,7.016257
151,448,18,15,6.855538
227,492,17,1,6.000254
950,1340,16,11,5.534
566,608,8,7,5.464724
650,1043,14,13,4.943882
203,1335,22,1,4.727157
441,1321,8,6,4.666783
300,633,9,1,4.625085
627,655,7,1,4.349345
492,1338,12,1,4.235473
846,1585,10,9,3.881547
20,760,5,2,3.692514
701,1465,4,1,3.640957
241,1277,11,1,3.203273
1263,1317,8,8,3.184417
966,1081,5,1,3.106675
711,782,8,7,3.08051
1372,1386,7,5,2.928681
628,1547,9,7,2.91344
1251,1613,7,7,2.895732
689,1101,4,1,2.88539
1432,1520,9,9,2.826737
533,867,6,6,2.740749
745,887,11,1,2.67583
1074,1336,6,5,2.65221
1256,1656,9,7,2.617609
606,727,6,5,2.598629
789,843,5,2,2.555957
1336,1523,5,5,2.537018
492,1121,7,1,2.470693
227,1338,7,1,2.470693
66,186,5,1,2.404492
203,214,14,1,2.385294
470,509,6,5,2.357975
39,65,4,1,2.232443
97,1206,7,7,2.221894
1074,1523,4,4,2.20321
544,745,9,1,2.189316
492,627,6,1,2.117737
932,1317,5,5,2.11577
1223,1457,5,5,2.063214
636,1551,4,4,2.007385
382,395,5,4,1.975556
511,1136,5,5,1.916883
1391,1444,3,1,1.864005
216,1091,2,1,1.820478
230,382,2,1,1.820478
937,976,2,2,1.820478
464,496,2,1,1.820478
1363,1614,2,1,1.820478
312,1233,3,3,1.80817
805,1633,8,1,1.805536
685,1146,6,5,1.795589
1133,1479,4,4,1.782258
1038,1589,4,4,1.782047
714,733,4,3,1.767474
516,1589,4,4,1.739759
701,995,4,1,1.737178
1167,1251,4,4,1.735345
305,887,7,1,1.702801
544,887,7,1,1.702801
786,887,7,1,1.702801
1252,1336,5,4,1.671206
0,313,5,3,1.670674
169,198,4,4,1.641477
1341,1481,5,5,1.64096
804,1282,3,3,1.63012
807,847,4,4,1.615018
616,1088,4,4,1.580098
1353,1520,5,5,1.570986
1100,1546,4,4,1.569075
1183,1223,6,3,1.544177
1186,1562,5,4,1.542745
1202,1491,4,4,1.505688
123,1350,4,4,1.504711
113,285,3,3,1.485491
47,56,4,4,1.481203
1249,1487,4,4,1.470165
1099,1528,3,3,1.466309
305,786,6,1,1.459544
745,786,6,1,1.459544
887,972,6,1,1.459544
305,745,6,1,1.459544
942,1473,2,1,1.442695
516,1038,3,3,1.429091
942,1650,4,3,1.427976
932,1520,4,4,1.420037
492,1547,4,2,1.411824
184,1621,3,3,1.408278
1112,1252,4,2,1.401822
949,1161,4,4,1.391946
952,1008,4,3,1.390513
559,887,5,2,1.390062
1183,1353,4,4,1.368433
125,280,3,1,1.365359
231,1242,4,2,1.345824
354,383,4,2,1.325217
47,255,4,4,1.321304
354,418,3,1,1.302883
698,824,3,2,1.302883
1347,1493,3,3,1.289184
1183,1520,5,3,1.285279
183,1275,2,2,1.279458
1063,1250,3,3,1.278565
155,710,3,3,1.259508
1504,1520,5,3,1.255778
859,1171,6,1,1.248954
1171,1295,6,1,1.248954
859,1295,6,1,1.248954
313,1392,4,2,1.246229
125,777,2,1,1.24267
598,1413,2,1,1.24267
792,1413,2,1,1.24267
1088,1619,3,3,1.238798
1165,1242,3,3,1.229851
526,784,3,3,1.223726
893,1149,2,2,1.220907
305,544,5,1,1.216286
745,972,5,1,1.216286
419,558,3,1,1.207289
419,718,3,1,1.207289
558,718,3,1,1.207289
333,718,3,1,1.207289
333,558,3,1,1.207289
333,419,3,1,1.207289
1545,1562,3,3,1.203124
1353,1432,4,4,1.201717
129,788,4,1,1.187897
483,1134,2,2,1.179446
847,1242,3,3,1.143799
616,1626,3,3,1.140944
123,492,3,2,1.140207
1336,1520,4,4,1.13557
607,969,2,2,1.126002
1112,1123,3,1,1.107808
1123,1252,3,1,1.107808
1,1088,3,3,1.094929
1504,1534,3,3,1.094382
1252,1520,4,2,1.073205
1123,1336,3,2,1.072347
281,492,3,1,1.058868
544,559,3,2,1.044625
906,1295,5,1,1.040795
859,1242,5,1,1.040795
249,1242,5,1,1.040795
906,1171,5,1,1.040795
859,906,5,1,1.040795
1171,1242,5,1,1.040795
1242,1295,5,1,1.040795
286,665,4,1,1.038921
1112,1336,3,2,1.032553
119,141,2,1,1.027797
193,413,3,2,1.02708
1183,1504,4,3,1.025549
351,1608,4,2,1.023144
466,1179,3,1,1.01887
224,1179,3,1,1.01887
1317,1520,4,2,1.000342
87,1174,2,2,0.994797
1272,1461,3,2,0.979348
762,1255,3,2,0.973459
559,745,4,1,0.973029
544,972,4,1,0.973029
770,1588,4,3,0.972521
1012,1143,4,2,0.965864
1223,1520,4,2,0.961763
512,1547,3,3,0.95094
1186,1545,3,3,0.949372
1459,1545,3,3,0.93417
384,449,2,2,0.932002
613,1004,2,2,0.92738
1251,1336,3,3,0.924229
255,556,2,2,0.918875
986,1589,3,3,0.913485
762,1179,2,2,0.911067
812,1141,2,2,0.911067
903,923,3,1,0.910239
832,1471,1,1,0.910239
398,1273,3,1,0.910239
262,802,1,1,0.910239
919,1301,1,1,0.910239
398,923,3,1,0.910239
398,1159,3,1,0.910239
903,1159,3,1,0.910239
671,953,1,1,0.910239
318,321,1,1,0.910239
116,911,1,1,0.910239
1159,1273,3,1,0.910239
541,1402,1,1,0.910239
392,560,1,1,0.910239
903,1273,3,1,0.910239
1229,1232,1,1,0.910239
777,1177,1,1,0.910239
398,903,3,1,0.910239
606,1547,1,1,0.910239
209,1580,1,1,0.910239
923,1273,3,1,0.910239
38,1210,1,1,0.910239
923,1159,3,1,0.910239
1183,1534,3,2,0.905929
123,1121,2,2,0.90377
47,674,2,2,0.90377
1011,1601,4,2,0.896081
354,1209,3,1,0.890923
435,1209,3,1,0.890923
43,1209,3,1,0.890923
43,435,3,1,0.890923
43,354,3,1,0.890923
383,532,3,1,0.890923
354,435,3,1,0.890923
128,1159,2,2,0.883328
106,1234,3,1,0.882042
106,897,3,1,0.882042
186,1012,3,1,0.882042
186,660,3,1,0.882042
586,660,3,1,0.882042
897,1234,3,1,0.882042
257,1288,3,1,0.882042
1350,1547,3,2,0.877669
29,435,3,2,0.875215
56,1427,2,2,0.874572
344,1399,2,1,0.868589
1121,1350,2,2,0.866854
537,770,4,2,0.863728
794,1335,4,1,0.859483
1302,1608,3,1,0.857999
1242,1302,3,1,0.857999
1242,1608,3,1,0.857999
1223,1534,3,2,0.84996
10,1011,4,2,0.846541
77,1279,3,3,0.845867
0,1392,3,1,0.843799
1059,1502,3,1,0.843799
1223,1613,3,2,0.842144
1183,1613,3,2,0.842144
1520,1613,3,3,0.834204
1018,1528,2,1,0.834065
365,633,2,1,0.834065
726,962,2,1,0.834065
962,1018,2,1,0.834065
12,22,2,2,0.834065
233,992,2,1,0.834065
669,727,2,2,0.834043
1415,1523,3,2,0.83335
8,633,2,2,0.832827
231,906,4,1,0.832636
249,1295,4,1,0.832636
231,1171,4,1,0.832636
231,1295,4,1,0.832636
906,1242,4,1,0.832636
558,1494,4,1,0.832636
249,1171,4,1,0.832636
249,859,4,1,0.832636
844,1242,4,1,0.832636
304,1099,4,1,0.832636
1415,1580,4,1,0.832636
313,1580,4,1,0.832636
249,844,4,1,0.832636
231,859,4,1,0.832636
1121,1494,4,1,0.832636
747,1494,4,1,0.832636
558,747,4,1,0.832636
747,1121,4,1,0.832636
558,1121,4,1,0.832636
186,718,3,2,0.832579
1347,1656,2,2,0.824166
251,354,2,2,0.824166
663,669,2,2,0.820522
6,1392,3,2,0.819831
1252,1504,3,2,0.813475
1202,1520,3,2,0.810667
463,652,3,1,0.807848
501,1455,3,1,0.807848
186,978,3,1,0.807848
186,384,3,1,0.807848
417,633,3,1,0.807848
384,652,3,1,0.807848
56,501,3,1,0.807848
56,1455,3,1,0.807848
1336,1504,3,3,0.806372
669,1629,2,1,0.804859
857,1589,2,1,0.804859
857,1612,2,1,0.804859
857,1629,2,1,0.804859
1589,1629,2,1,0.804859
669,1589,2,1,0.804859
669,1612,2,1,0.804859
1612,1629,2,1,0.804859
669,857,2,1,0.804859
718,784,2,1,0.804859
558,784,2,1,0.804859
419,784,2,1,0.804859
333,784,2,1,0.804859
718,1200,2,1,0.804859
558,1200,2,1,0.804859
419,1200,2,1,0.804859
1589,1612,2,1,0.804859
333,1200,2,1,0.804859
286,1629,2,1,0.804859
338,1498,2,1,0.804859
286,1321,2,1,0.804859
1167,1613,2,2,0.804414
1183,1656,3,2,0.803565
1223,1656,3,2,0.803565
661,1024,3,2,0.796992
55,487,4,2,0.794855
227,488,2,2,0.791566
460,640,2,2,0.791566
1221,1415,2,2,0.787251
266,1245,3,1,0.783568
1245,1517,3,1,0.783568
266,1517,3,1,0.783568
998,1504,3,1,0.783568
116,1647,3,1,0.783568
1,616,2,2,0.780271
283,727,2,1,0.779742
283,765,2,1,0.779742
727,765,2,1,0.779742
490,1121,2,1,0.779742
13,413,2,1,0.779742
13,1403,2,1,0.779742
413,1403,2,1,0.779742
13,193,2,1,0.779742
53,193,2,1,0.779742
193,1403,2,1,0.779742
1252,1317,3,1,0.779191
1251,1504,3,2,0.776111
1483,1523,2,2,0.768794
1066,1650,2,1,0.757846
731,935,2,1,0.757846
578,731,2,1,0.757846
1008,1036,2,1,0.757846
537,1218,2,1,0.757846
942,1066,2,1,0.757846
353,1218,2,1,0.757846
553,1143,4,1,0.755672
656,1014,2,2,0.750841
663,727,2,2,0.750181
34,196,3,2,0.74984
1167,1202,3,3,0.748218
1256,1347,2,2,0.742827
1223,1317,3,2,0.740612
1183,1317,3,2,0.740612
1317,1504,3,2,0.740612
1395,1534,2,2,0.740548
932,1123,2,1,0.738539
932,1252,2,1,0.738539
932,1074,2,1,0.738539
609,622,2,1,0.738539
45,1461,2,1,0.738539
952,985,2,1,0.738539
162,1248,2,1,0.738539
932,1112,2,1,0.738539
7,361,2,2,0.736386
7,706,2,2,0.736386
361,706,2,2,0.736386
1336,1656,3,2,0.736317
1256,1336,3,2,0.736317
239,1389,2,2,0.734396
1253,1456,2,2,0.732058
972,1006,3,1,0.729772
559,972,3,1,0.729772
559,1006,3,1,0.729772
644,653,4,1,0.726033
717,789,1,1,0.721348
223,560,1,1,0.721348
20,1515,1,1,0.721348
81,410,1,1,0.721348
478,686,1,1,0.721348
378,1348,1,1,0.721348
732,891,2,1,0.721348
215,879,1,1,0.721348
875,1012,1,1,0.721348
1528,1610,1,1,0.721348
891,1164,2,1,0.721348
43,52,1,1,0.721348
424,891,2,1,0.721348
780,1051,1,1,0.721348
922,1331,1,1,0.721348
755,1133,1,1,0.721348
407,732,2,1,0.721348
223,512,1,1,0.721348
701,1164,1,1,0.721348
424,1164,2,1,0.721348
234,1664,1,1,0.721348
240,1468,1,1,0.721348
509,1062,1,1,0.721348
777,1602,1,1,0.721348
341,1311,1,1,0.721348
955,1236,1,1,0.721348
424,732,2,1,0.721348
960,1340,2,1,0.721348
732,1164,2,1,0.721348
219,803,1,1,0.721348
513,1181,1,1,0.721348
1174,1601,1,1,0.721348
161,1152,1,1,0.721348
130,560,2,2,0.717088
1252,1613,2,2,0.71485
0,1427,2,2,0.712731
1502,1623,2,2,0.711046
227,281,2,1,0.705912
281,1338,2,1,0.705912
227,490,2,1,0.705912
227,1121,2,1,0.705912
663,1022,2,1,0.705912
911,1206,2,2,0.704529
1123,1251,2,2,0.703078
125,913,3,2,0.702318
1223,1504,3,2,0.702033
316,1070,3,1,0.692723
316,331,3,1,0.692723
140,836,2,1,0.691953
836,838,2,1,0.691953
424,729,2,1,0.691953
160,909,3,1,0.690639
1520,1545,2,2,0.688198
1496,1636,3,2,0.685177
38,344,4,1,0.681513
553,646,4,1,0.681513
203,382,4,1,0.681513
203,955,4,1,0.681513
97,911,2,2,0.681078
240,685,2,2,0.679603
1020,1179,2,1,0.679247
224,466,2,1,0.679247
224,1020,2,1,0.679247
169,993,2,1,0.679247
993,1417,2,1,0.679247
1540,1609,2,1,0.679247
466,1609,2,1,0.679247
1179,1609,2,1,0.679247
1324,1633,3,1,0.677076
803,1093,2,2,0.676807
505,718,2,2,0.671712
133,1523,2,1,0.667616
1123,1523,2,1,0.667616
887,1378,2,2,0.66029
473,1647,2,1,0.656917
115,1647,2,1,0.656917
115,930,2,1,0.656917
115,473,2,1,0.656917
85,1647,2,1,0.656917
473,930,2,1,0.656917
85,115,2,1,0.656917
85,473,2,1,0.656917
930,1647,2,1,0.656917
85,930,2,1,0.656917
193,985,3,2,0.655414
523,660,2,2,0.654688
675,1031,2,2,0.649602
210,1088,2,1,0.647031
224,664,2,2,0.646551
615,1335,3,1,0.644612
726,903,2,2,0.644038
998,1166,2,2,0.643036
115,433,2,2,0.638173
141,689,2,1,0.637858
43,507,2,1,0.637858
972,999,2,1,0.637858
186,507,2,1,0.637858
43,186,2,1,0.637858
815,1350,2,1,0.637858
350,1371,2,1,0.637858
1031,1290,3,1,0.624477
186,761,3,1,0.624477
186,1006,3,1,0.624477
1523,1580,3,1,0.624477
761,1006,3,1,0.624477
249,318,3,1,0.624477
78,1031,3,1,0.624477
78,770,3,1,0.624477
770,1290,3,1,0.624477
1154,1547,3,1,0.624477
770,1608,3,1,0.624477
844,859,3,1,0.624477
1031,1608,3,1,0.624477
1006,1099,3,1,0.624477
1290,1608,3,1,0.624477
726,1494,3,1,0.624477
55,600,3,1,0.624477
741,1562,3,1,0.624477
55,1154,3,1,0.624477
726,1121,3,1,0.624477
844,1295,3,1,0.624477
55,1547,3,1,0.624477
313,1523,3,1,0.624477
600,1154,3,1,0.624477
600,1547,3,1,0.624477
726,747,3,1,0.624477
558,726,3,1,0.624477
287,1171,3,1,0.624477
318,1242,3,1,0.624477
304,1006,3,1,0.624477
249,906,3,1,0.624477
287,906,3,1,0.624477
287,1295,3,1,0.624477
287,859,3,1,0.624477
318,844,3,1,0.624477
943,1415,3,1,0.624477
943,1580,3,1,0.624477
270,558,3,1,0.624477
270,747,3,1,0.624477
231,287,3,1,0.624477
270,1121,3,1,0.624477
313,1415,3,1,0.624477
78,1290,3,1,0.624477
78,1608,3,1,0.624477
770,1031,3,1,0.624477
60,106,3,1,0.624477
60,1517,3,1,0.624477
106,1517,3,1,0.624477
844,1171,3,1,0.624477
270,1494,3,1,0.624477
125,587,3,1,0.624477
304,587,3,1,0.624477
587,1099,3,1,0.624477
601,965,2,2,0.623212
1000,1098,1,1,0.621335
701,1540,1,1,0.621335
211,1006,1,1,0.621335
611,1386,2,1,0.621335
243,1444,1,1,0.621335
58,804,2,1,0.621335
1055,1200,1,1,0.621335
1200,1204,1,1,0.621335
565,1296,1,1,0.621335
443,573,1,1,0.621335
1487,1494,1,1,0.621335
1334,1373,1,1,0.621335
50,408,1,1,0.621335
1283,1397,1,1,0.621335
183,271,1,1,0.621335
888,1631,1,1,0.621335
133,371,1,1,0.621335
0,1296,1,1,0.621335
488,490,1,1,0.621335
488,1002,1,1,0.621335
490,1002,1,1,0.621335
675,1082,1,1,0.621335
311,549,2,1,0.621335
454,627,1,1,0.621335
273,838,1,1,0.621335
1445,1617,1,1,0.621335
863,1178,1,1,0.621335
627,1292,1,1,0.621335
336,1136,1,1,0.621335
395,718,1,1,0.621335
449,920,2,1,0.621335
432,920,2,1,0.621335
432,449,2,1,0.621335
449,1154,2,1,0.621335
1154,1386,2,1,0.621335
1386,1474,2,1,0.621335
611,1474,2,1,0.621335
325,611,2,1,0.621335
438,1328,2,1,0.621335
20,568,1,1,0.621335
935,1228,1,1,0.621335
666,1559,1,1,0.621335
993,1043,2,2,0.618679
263,512,2,2,0.617623
119,293,2,2,0.61753
1011,1061,3,1,0.616328
359,730,2,2,0.611849
413,923,2,1,0.606826
351,1188,2,1,0.606826
727,1159,2,1,0.606826
413,903,2,1,0.606826
727,923,2,1,0.606826
727,903,2,1,0.606826
398,727,2,1,0.606826
915,1502,2,1,0.606826
727,915,2,1,0.606826
351,474,2,1,0.606826
351,1129,2,1,0.606826
474,1188,2,1,0.606826
474,1129,2,1,0.606826
474,1608,2,1,0.606826
1129,1188,2,1,0.606826
1129,1608,2,1,0.606826
1188,1608,2,1,0.606826
490,719,2,1,0.606826
490,873,2,1,0.606826
719,873,2,1,0.606826
350,490,2,1,0.606826
350,1159,2,1,0.606826
490,1159,2,1,0.606826
727,1273,2,1,0.606826
727,1502,2,1,0.606826
126,1260,2,1,0.606826
77,1230,2,1,0.606826
77,126,2,1,0.606826
1006,1166,2,1,0.606826
398,413,2,1,0.606826
413,1273,2,1,0.606826
77,1260,2,1,0.606826
126,1230,2,1,0.606826
169,605,2,1,0.606826
413,1159,2,1,0.606826
1230,1260,2,1,0.606826
169,413,2,1,0.606826
344,726,2,2,0.60595
1200,1629,2,2,0.605707
435,1088,2,2,0.604782
253,1164,2,2,0.600658
432,538,2,1,0.600203
1256,1472,2,2,0.600195
661,703,2,2,0.599206
1194,1613,2,2,0.598134
29,43,2,1,0.593948
43,383,2,1,0.593948
383,435,2,1,0.593948
29,1209,2,1,0.593948
354,532,2,1,0.593948
29,354,2,1,0.593948
787,1260,2,1,0.593948
383,1209,2,1,0.593948
532,1260,2,1,0.593948
383,1260,2,1,0.593948
1167,1353,3,1,0.591844
1167,1263,3,1,0.591844
1263,1353,3,1,0.591844
660,897,2,1,0.588028
896,923,2,1,0.588028
106,660,2,1,0.588028
57,404,2,1,0.588028
1143,1464,2,1,0.588028
718,1464,2,1,0.588028
896,1176,2,1,0.588028
586,897,2,1,0.588028
523,1234,2,1,0.588028
660,1234,2,1,0.588028
186,586,2,1,0.588028
923,1176,2,1,0.588028
186,1143,2,1,0.588028
196,1164,2,1,0.588028
660,1012,2,1,0.588028
718,1143,2,1,0.588028
106,586,2,1,0.588028
57,140,2,1,0.588028
60,763,2,1,0.588028
719,763,2,1,0.588028
319,347,2,1,0.588028
523,897,2,1,0.588028
106,523,2,1,0.588028
319,524,2,1,0.588028
586,1234,2,1,0.588028
60,719,2,1,0.588028
140,1288,2,1,0.588028
140,257,2,1,0.588028
34,1164,2,1,0.588028
630,1288,2,1,0.588028
347,524,2,1,0.588028
257,630,2,1,0.588028
705,1012,2,2,0.585983
241,839,2,1,0.582413
1534,1613,2,1,0.582413
1613,1656,2,1,0.582413
1534,1656,2,1,0.582413
553,1588,2,2,0.578789
134,329,2,2,0.575281
606,690,2,2,0.574539
198,1368,2,1,0.571999
1608,1642,2,1,0.571999
1093,1421,2,1,0.571999
998,1368,2,1,0.571999
114,268,2,1,0.571999
132,1242,2,1,0.571999
1093,1642,2,1,0.571999
1164,1308,2,1,0.571999
198,998,2,1,0.571999
1242,1642,2,1,0.571999
161,198,2,1,0.571999
1302,1642,2,1,0.571999
268,1308,2,1,0.571999
268,1164,2,1,0.571999
1368,1608,2,1,0.571999
1302,1368,2,1,0.571999
1242,1368,2,1,0.571999
132,1608,2,1,0.571999
132,1368,2,1,0.571999
1421,1642,2,1,0.571999
586,913,2,1,0.571999
132,1302,2,1,0.571999
27,822,2,2,0.571187
1024,1143,3,1,0.566754
1143,1481,3,1,0.566754
537,986,3,1,0.566754
986,1271,3,1,0.566754
553,1024,3,1,0.566754
770,1271,3,1,0.566754
770,986,3,1,0.566754
945,1271,3,1,0.566754
537,1271,3,1,0.566754
770,945,3,1,0.566754
537,945,3,1,0.566754
945,986,3,1,0.566754
290,1392,2,1,0.562533
0,290,2,1,0.562533
0,6,2,1,0.562533
284,319,2,1,0.562533
814,1068,2,2,0.561232
1219,1661,2,2,0.558271
56,255,2,2,0.558201
281,664,2,1,0.558111
199,319,2,1,0.558111
1220,1273,1,1,0.558111
39,957,1,1,0.558111
65,957,1,1,0.558111
39,1391,1,1,0.558111
763,860,1,1,0.558111
65,1391,1,1,0.558111
59,483,1,1,0.558111
890,1140,1,1,0.558111
417,1088,2,1,0.558111
945,1192,2,1,0.558111
902,1192,2,1,0.558111
902,945,2,1,0.558111
319,664,2,1,0.558111
486,1242,1,1,0.558111
1045,1446,1,1,0.558111
50,293,1,1,0.558111
281,319,2,1,0.558111
199,664,2,1,0.558111
50,316,1,1,0.558111
293,316,1,1,0.558111
199,281,2,1,0.558111
1129,1594,1,1,0.558111
178,599,1,1,0.558111
20,1630,1,1,0.558111
319,1619,1,1,0.558111
244,445,1,1,0.558111
206,348,1,1,0.558111
404,1243,1,1,0.558111
665,1043,2,1,0.558111
140,404,1,1,0.558111
60,1243,1,1,0.558111
60,404,1,1,0.558111
60,140,1,1,0.558111
865,1029,1,1,0.558111
309,601,1,1,0.558111
148,1469,1,1,0.558111
637,1022,1,1,0.558111
637,840,1,1,0.558111
1068,1340,1,1,0.558111
0,911,1,1,0.558111
625,847,1,1,0.558111
765,1169,1,1,0.558111
564,896,1,1,0.558111
847,1560,1,1,0.558111
183,405,1,1,0.558111
140,1243,1,1,0.558111
519,1178,1,1,0.558111
555,1531,1,1,0.558111
364,828,1,1,0.558111
310,913,2,2,0.555203
319,329,2,2,0.554225
1167,1520,2,2,0.550937
661,664,2,2,0.55014
293,1038,2,2,0.549207
545,788,2,2,0.547665
998,1608,2,2,0.547189
16,157,2,2,0.547139
653,1424,3,1,0.544525
653,1266,3,1,0.544525
240,628,3,1,0.544525
368,1238,2,1,0.538565
158,463,2,1,0.538565
154,417,2,1,0.538565
186,368,2,1,0.538565
633,1497,2,1,0.538565
417,1497,2,1,0.538565
1143,1392,2,1,0.538565
1497,1532,2,1,0.538565
186,1088,2,1,0.538565
1088,1238,2,1,0.538565
464,1532,2,1,0.538565
186,1238,2,1,0.538565
368,1088,2,1,0.538565
158,652,2,1,0.538565
501,505,2,1,0.538565
173,1392,2,1,0.538565
56,885,2,1,0.538565
186,652,2,1,0.538565
6,173,2,1,0.538565
133,273,2,1,0.538565
133,1011,2,1,0.538565
501,885,2,1,0.538565
505,885,2,1,0.538565
505,1455,2,1,0.538565
885,1455,2,1,0.538565
273,1011,2,1,0.538565
718,1455,2,1,0.538565
978,1455,2,1,0.538565
186,1455,2,1,0.538565
6,1143,2,1,0.538565
173,1143,2,1,0.538565
56,505,2,1,0.538565
718,978,2,1,0.538565
501,978,2,1,0.538565
501,718,2,1,0.538565
154,831,2,1,0.538565
728,1245,2,1,0.538565
154,633,2,1,0.538565
384,463,2,1,0.538565
186,501,2,1,0.538565
319,1453,2,1,0.538565
126,1464,2,1,0.538565
417,831,2,1,0.538565
56,186,2,1,0.538565
56,718,2,1,0.538565
56,978,2,1,0.538565
964,1623,2,1,0.538565
126,1623,2,1,0.538565
126,964,2,1,0.538565
384,978,2,1,0.538565
728,1464,2,1,0.538565
1427,1659,2,1,0.538565
234,319,2,1,0.538565
115,1427,2,1,0.538565
115,1659,2,1,0.538565
234,1453,2,1,0.538565
633,831,2,1,0.538565
1296,1422,2,1,0.535093
125,133,2,1,0.531745
804,1561,2,1,0.531745
730,804,2,1,0.531745
730,1561,2,1,0.531745
605,1245,2,2,0.530472
436,983,2,1,0.528515
125,266,2,1,0.522379
1154,1355,2,1,0.522379
1088,1355,2,1,0.522379
210,998,2,1,0.522379
581,1647,2,1,0.522379
605,1088,2,1,0.522379
125,1245,2,1,0.522379
1504,1647,2,1,0.522379
1608,1647,2,1,0.522379
581,998,2,1,0.522379
1088,1154,2,1,0.522379
116,581,2,1,0.522379
1245,1355,2,1,0.522379
998,1647,2,1,0.522379
116,1608,2,1,0.522379
675,1021,2,1,0.522379
913,1608,2,1,0.522379
210,1504,2,1,0.522379
210,1453,2,1,0.522379
116,1504,2,1,0.522379
998,1453,2,1,0.522379
116,998,2,1,0.522379
125,1250,2,1,0.522379
266,1355,2,1,0.522379
913,1291,2,1,0.522379
605,1355,2,1,0.522379
1355,1517,2,1,0.522379
125,1517,2,1,0.522379
581,1504,2,1,0.522379
1453,1504,2,1,0.522379
605,1154,2,1,0.522379
1223,1472,2,1,0.519461
1252,1472,2,1,0.519461
1317,1472,2,1,0.519461
1202,1317,2,1,0.519461
1223,1252,2,1,0.519461
1183,1472,2,1,0.519461
1183,1252,2,1,0.519461
1472,1520,2,1,0.519461
119,665,2,1,0.519461
1202,1252,2,1,0.519461
1202,1504,2,1,0.519461
1504,1656,2,2,0.515166
1256,1504,2,2,0.515166
1263,1656,2,2,0.515166
1256,1263,2,2,0.515166
1520,1656,2,2,0.515166
1256,1520,2,2,0.515166
409,1320,1,1,0.513898
200,883,1,1,0.513898
1194,1251,1,1,0.513898
390,983,1,1,0.513898
67,316,1,1,0.513898
186,318,1,1,0.513898
60,533,1,1,0.513898
108,1054,1,1,0.513898
521,590,1,1,0.513898
286,1616,1,1,0.513898
63,864,1,1,0.513898
1020,1054,1,1,0.513898
938,1230,1,1,0.513898
71,163,1,1,0.513898
1038,1193,1,1,0.513898
71,335,1,1,0.513898
163,335,1,1,0.513898
257,359,1,1,0.513898
189,1020,1,1,0.513898
300,878,1,1,0.513898
1135,1519,1,1,0.513898
1074,1094,1,1,0.513898
771,866,1,1,0.513898
239,1143,1,1,0.513898
649,1005,1,1,0.513898
935,1478,1,1,0.513898
141,166,1,1,0.513898
56,674,1,1,0.513898
309,1364,1,1,0.513898
674,1427,1,1,0.513898
100,108,1,1,0.513898
463,1272,1,1,0.513898
17,163,1,1,0.513898
100,1002,1,1,0.513898
47,1427,1,1,0.513898
112,1232,1,1,0.513898
932,1223,1,1,0.513898
393,892,1,1,0.513898
413,891,1,1,0.513898
71,1369,1,1,0.513898
413,610,1,1,0.513898
1183,1256,2,2,0.512358
1223,1256,2,2,0.512358
1263,1336,2,2,0.512358
214,955,3,1,0.511134
852,927,3,1,0.511134
246,1327,3,1,0.511134
1223,1263,2,2,0.504209
210,694,2,1,0.503741
179,1431,2,2,0.496166
783,1200,2,2,0.495908
1263,1504,2,2,0.488488
127,887,2,1,0.486515
544,852,2,1,0.486515
305,553,2,1,0.486515
544,786,2,1,0.486515
745,852,2,1,0.486515
887,1006,2,1,0.486515
127,745,2,1,0.486515
305,972,2,1,0.486515
745,1006,2,1,0.486515
127,972,2,1,0.486515
559,786,2,1,0.486515
544,1006,2,1,0.486515
1336,1472,2,2,0.48423
133,1143,2,2,0.484153
1233,1642,2,2,0.481618
210,1403,1,1,0.480898
1153,1568,1,1,0.480898
359,1149,1,1,0.480898
711,1305,1,1,0.480898
921,1272,1,1,0.480898
801,866,1,1,0.480898
84,775,1,1,0.480898
1248,1603,1,1,0.480898
664,1000,1,1,0.480898
186,671,1,1,0.480898
526,926,1,1,0.480898
611,663,1,1,0.480898
316,329,1,1,0.480898
762,1431,1,1,0.480898
531,1431,1,1,0.480898
625,760,1,1,0.480898
292,449,1,1,0.480898
531,762,1,1,0.480898
394,488,1,1,0.480898
18,24,1,1,0.480898
331,1288,1,1,0.480898
134,221,1,1,0.480898
864,1519,1,1,0.480898
39,331,1,1,0.480898
783,1146,1,1,0.480898
1134,1143,1,1,0.480898
810,846,1,1,0.480898
750,1387,1,1,0.480898
1179,1255,1,1,0.480898
91,203,1,1,0.480898
648,1200,1,1,0.480898
37,1461,1,1,0.480898
351,697,1,1,0.480898
537,988,1,1,0.480898
1031,1122,1,1,0.480898
537,861,1,1,0.480898
120,213,1,1,0.480898
351,1653,1,1,0.480898
1194,1395,1,1,0.480898
145,955,1,1,0.480898
301,1146,1,1,0.480898
1337,1379,1,1,0.480898
87,642,1,1,0.480898
695,1021,1,1,0.480898
120,460,1,1,0.480898
986,1038,1,1,0.480898
642,1174,1,1,0.480898
516,986,1,1,0.480898
1183,1336,2,2,0.480882
1223,1336,2,2,0.480882
1094,1636,2,2,0.479435
251,490,2,1,0.479112
126,927,2,2,0.473791
252,1093,2,1,0.472355
252,957,2,1,0.472355
957,1093,2,1,0.472355
1063,1571,2,1,0.472355
